loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,is_bad,loan_amnt_per_installment,income_to_interest_ratio,prediction
5000, 36 months,0.0603,A,120000.0,VERIFIED - income source,medical,0.0,2.0,26.0,0,32.855828623997894,24.0,0.04379926904902946
10000, 36 months,0.0766,A,60000.0,not verified,credit_card,0.0,66.8,19.0,0,32.071840923669015,6.0,0.04158741067545984
3000, 36 months,0.1335,C,112500.0,VERIFIED - income source,wedding,0.0,82.8,27.0,0,29.530465597007577,37.5,0.04405054013313699
22500, 60 months,0.1677,D,48500.0,VERIFIED - income,credit_card,0.0,84.5,12.0,0,40.437806653367126,2.155555555555555,0.266117977954384
30000, 36 months,0.1942,E,90000.0,VERIFIED - income source,debt_consolidation,0.0,75.1,27.0,0,27.1230573110201,3.0,0.18485270965676023
7000, 36 months,0.1059,B,75000.0,VERIFIED - income source,debt_consolidation,3.0,74.2,15.0,0,30.726011763673075,10.714285714285714,0.0843852327290202
27000, 36 months,0.0991,B,140000.0,VERIFIED - income source,debt_consolidation,0.0,27.2,30.0,0,31.03162927546892,5.185185185185185,0.06950328605289603
20400, 36 months,0.1306,C,69996.0,VERIFIED - income,debt_consolidation,0.0,47.7,16.0,0,29.653317828330547,3.4311764705882353,0.12023279785564052
8275, 36 months,0.0807,A,49000.0,not verified,other,0.0,17.1,34.0,0,31.87841898451345,5.921450151057402,0.0782089494834016
24000, 36 months,0.1061999999999999,B,66948.0,VERIFIED - income,debt_consolidation,0.0,51.6,23.0,0,48.335448009183736,2.7895,0.10764179649617961
12000, 60 months,0.203,E,27576.0,not verified,debt_consolidation,1.0,98.5,14.0,0,37.50703256860661,2.298,0.5113145669958017
24000, 36 months,0.1677,D,103000.0,VERIFIED - income,debt_consolidation,0.0,92.1,22.0,0,28.138299743238015,4.291666666666667,0.14426048391969773
21000, 60 months,0.1825,F,60000.0,not verified,credit_card,0.0,82.4,17.0,0,39.169604386995694,2.857142857142857,0.1907189514354339
13000, 60 months,0.1242,B,85000.0,not verified,credit_card,0.0,29.2,63.0,0,44.528172632300056,6.538461538461538,0.0785254252346508
10000, 36 months,0.0894,A,60350.0,VERIFIED - income source,credit_card,2.0,27.3,24.0,0,31.474254060178772,6.035,0.07807422076023836
4800, 60 months,0.1682,E,25200.0,VERIFIED - income source,car,2.0,72.5,10.0,0,40.39383993940924,5.25,0.2214004181233631
7000, 36 months,0.0713999999999999,A,47000.0,not verified,other,0.0,41.0,23.0,0,32.32062055591467,6.714285714285714,0.04545849966595083
5000, 36 months,0.1077999999999999,C,26400.0,not verified,major_purchase,0.0,33.2,16.0,0,30.641009927687215,5.28,0.07731524527212102
1025, 36 months,0.1134,C,12000.0,not verified,other,3.0,11.9,10.0,0,30.388378298250817,11.707317073170731,0.12979592836256545
6000, 36 months,0.0894,A,32560.0,not verified,home_improvement,1.0,10.6,27.0,0,31.47458427319939,5.426666666666667,0.10019510115416043
3000, 36 months,0.1435,C,52000.0,not verified,debt_consolidation,0.0,20.8,28.0,0,29.11208151382824,17.333333333333332,0.07874313346060882
13750, 60 months,0.1632,D,30000.0,VERIFIED - income source,other,1.0,44.1,23.0,0,40.835115229270606,2.1818181818181817,0.3499299357160694
5000, 36 months,0.0788,A,103992.0,VERIFIED - income,moving,2.0,0.0,20.0,0,31.96726552010741,20.7984,0.021356465398860675
8500, 60 months,0.1649,D,78000.0,VERIFIED - income source,vacation,3.0,89.0,44.0,0,40.68348250610252,9.176470588235292,0.16167717647056917
17625, 36 months,0.0749,A,120000.0,VERIFIED - income,other,0.0,4.0,33.0,0,32.152434463761246,6.808510638297872,0.030696456905456863
15000, 36 months,0.1,B,52000.0,not verified,debt_consolidation,0.0,24.2,23.0,0,30.991095225305266,3.466666666666667,0.08000359869348224
4600, 36 months,0.0999,B,73000.0,VERIFIED - income source,wedding,1.0,24.2,8.0,0,30.995215955798127,15.869565217391305,0.03681789848470382
15000, 36 months,0.0849,A,58000.0,not verified,credit_card,0.0,23.1,31.0,0,31.682331819621925,3.8666666666666663,0.060728976840899285
4000, 36 months,0.1074,B,30000.0,not verified,debt_consolidation,1.0,35.6,25.0,0,30.65838890166322,7.5,0.11243705232340516
8000, 36 months,0.1299,C,90000.0,VERIFIED - income source,wedding,1.0,54.9,16.0,0,29.682398337785695,11.25,0.052197012091991214
14000, 60 months,0.1036,B,61000.0,VERIFIED - income,other,3.0,20.6,22.0,0,46.67444574095683,4.357142857142857,0.1369658961053535
12000, 36 months,0.0991,B,87000.0,not verified,debt_consolidation,1.0,66.5,16.0,1,31.031807602792863,7.25,0.07500760827049072
7750, 36 months,0.1038,B,60000.0,VERIFIED - income,debt_consolidation,2.0,59.0,19.0,1,30.820011134971764,7.741935483870968,0.11033798846061312
17750, 36 months,0.1607999999999999,F,70000.0,not verified,debt_consolidation,1.0,18.1,28.0,0,28.411819316835803,3.943661971830986,0.09378343016449565
2500, 36 months,0.1599,D,36000.0,not verified,debt_consolidation,1.0,29.5,5.0,1,28.444646717487768,14.4,0.1701018600345179
6000, 36 months,0.1217999999999999,B,32000.0,not verified,debt_consolidation,0.0,49.2,17.0,0,30.03003003003003,5.333333333333333,0.15840503236694334
5000, 36 months,0.1268,C,30000.0,VERIFIED - income source,major_purchase,0.0,67.9,5.0,1,29.813368314352154,6.0,0.13284733975989535
10000, 36 months,0.0729,A,46200.0,VERIFIED - income,small_business,0.0,47.4,7.0,0,32.24766204450177,4.62,0.11496812314352432
5400, 36 months,0.1,B,30000.0,not verified,credit_card,0.0,0.0,7.0,0,30.989956958393112,5.555555555555555,0.07607402318916966
8000, 36 months,0.1268,C,123000.0,VERIFIED - income source,debt_consolidation,2.0,83.5,21.0,0,29.81403495695599,15.375,0.08668175763601858
10575, 60 months,0.1171,B,50000.0,VERIFIED - income,debt_consolidation,0.0,52.9,24.0,0,45.25225726389662,4.7281323877068555,0.15168657026872487
12000, 36 months,0.1398,C,56004.0,VERIFIED - income,debt_consolidation,0.0,31.2,22.0,0,29.2668650309741,4.667,0.11508298222162958
15000, 36 months,0.0788,A,120000.0,VERIFIED - income source,credit_card,2.0,17.3,9.0,0,44.1956393635828,8.0,0.026263386309297358
16000, 60 months,0.1110999999999999,B,45000.0,VERIFIED - income source,debt_consolidation,0.0,42.4,47.0,1,45.876820736322976,2.8125,0.16236838797363007
6000, 36 months,0.0579,A,31200.0,not verified,home_improvement,0.0,29.2,28.0,0,32.972467989228996,5.2,0.05853094153821857
10000, 36 months,0.0579,A,27996.0,VERIFIED - income,debt_consolidation,0.0,27.1,27.0,0,32.97391763115376,2.7996,0.0839348713159519
15000, 60 months,0.1941,F,60000.0,VERIFIED - income,debt_consolidation,0.0,94.2,12.0,1,38.21558686402894,4.0,0.3984723878881394
10000, 36 months,0.0542,A,120000.0,VERIFIED - income,home_improvement,0.0,5.3,30.0,0,33.15649867374005,12.0,0.0252698550462076
8000, 60 months,0.1669,E,48000.0,VERIFIED - income source,other,6.0,52.8,30.0,0,40.508380171147905,6.0,0.24057924675033399
13000, 36 months,0.157,D,24000.0,VERIFIED - income source,debt_consolidation,1.0,54.4,11.0,1,28.562012523343952,1.8461538461538465,0.29906785764610955
18000, 36 months,0.0849,A,83000.0,not verified,debt_consolidation,0.0,24.8,32.0,0,31.682331819621925,4.611111111111111,0.06328806938706884
4200, 36 months,0.16,E,26000.0,not verified,vacation,0.0,99.3,4.0,0,28.441795896255165,6.190476190476191,0.2014171860302141
25000, 36 months,0.1217999999999999,B,100000.0,not verified,credit_card,0.0,0.6,28.0,0,30.03003003003003,4.0,0.05542361037477879
5000, 36 months,0.0662,A,39396.0,VERIFIED - income source,home_improvement,1.0,18.5,30.0,0,32.56904637832204,7.8792,0.0573179838246798
10000, 36 months,0.1409,D,75000.0,VERIFIED - income,debt_consolidation,3.0,31.1,27.0,1,29.22096896733095,7.5,0.09241979317030441
18000, 36 months,0.2089,F,72000.0,VERIFIED - income source,credit_card,3.0,42.8,38.0,0,26.582390642998497,4.0,0.1305960813439034
12000, 36 months,0.16,D,95000.0,not verified,small_business,3.0,63.9,26.0,1,28.443433122377872,7.916666666666667,0.15180016330223078
20000, 60 months,0.1969,E,120000.0,VERIFIED - income source,credit_card,0.0,93.9,15.0,0,37.99103411594863,6.0,0.20649679097337817
12000, 60 months,0.2062,F,50000.0,VERIFIED - income source,medical,0.0,5.6,12.0,1,37.25666739110187,4.166666666666667,0.3854156747814946
25000, 36 months,0.1149,B,63000.0,VERIFIED - income,credit_card,1.0,37.2,38.0,0,30.329131737616617,2.52,0.09529172779355662
8000, 36 months,0.0766,A,60000.0,VERIFIED - income source,debt_consolidation,5.0,7.0,40.0,0,32.07184092366902,7.5,0.047139628923150524
20000, 36 months,0.1755999999999999,E,109500.0,VERIFIED - income,debt_consolidation,2.0,75.3,67.0,0,27.82995895081055,5.475,0.11125408988417652
7500, 36 months,0.1505,D,51063.0,not verified,debt_consolidation,1.0,84.8,31.0,1,28.82508935777701,6.8084,0.11846409351827446
7200, 60 months,0.1242,B,36000.0,VERIFIED - income source,car,1.0,87.3,20.0,0,44.526901669758814,5.0,0.17929684979141425
12400, 36 months,0.1065,B,41000.0,not verified,credit_card,2.0,57.2,12.0,0,30.699908395434623,3.306451612903226,0.1256268895883052
15000, 36 months,0.1268,C,75600.0,VERIFIED - income,home_improvement,2.0,78.5,15.0,0,29.814553477370755,5.04,0.11550243749037861
15000, 36 months,0.0849,A,70000.0,VERIFIED - income source,debt_consolidation,0.0,29.0,30.0,0,31.682331819621925,4.666666666666667,0.07602989685065384
9000, 36 months,0.1268999999999999,B,60000.0,not verified,credit_card,1.0,86.1,25.0,0,29.81020834023384,6.666666666666667,0.10031080202109413
7200, 36 months,0.0692,A,85000.0,not verified,credit_card,1.0,36.2,28.0,0,32.42366927857336,11.805555555555555,0.027551678475991877
9600, 60 months,0.1036999999999999,B,36000.0,VERIFIED - income source,home_improvement,0.0,3.1,18.0,0,46.6631021241433,3.75,0.13760550321035206
6000, 36 months,0.0963,A,150000.0,not verified,credit_card,1.0,20.6,23.0,0,31.157501168406295,25.0,0.033519497263614716
20000, 36 months,0.0691,A,68670.0,VERIFIED - income,debt_consolidation,1.0,32.1,23.0,0,32.42962770787391,3.4335,0.056704634629301656
3100, 36 months,0.0894,A,48000.0,not verified,debt_consolidation,3.0,47.8,46.0,0,31.472081218274113,15.483870967741936,0.08887815669207526
6000, 36 months,0.0603,A,150000.0,VERIFIED - income source,home_improvement,3.0,15.2,38.0,0,32.85510896944475,25.0,0.023533162717304195
10000, 36 months,0.1110999999999999,B,36000.0,VERIFIED - income source,car,1.0,27.5,11.0,0,30.496172730322343,3.6,0.08796946959130253
8400, 36 months,0.1639999999999999,F,49600.0,not verified,debt_consolidation,5.0,66.5,10.0,0,28.283780598673356,5.904761904761905,0.1567473504459355
12000, 36 months,0.0749,A,113000.0,VERIFIED - income source,wedding,0.0,7.5,9.0,0,32.15261775896254,9.416666666666666,0.01775381982776273
8000, 36 months,0.1349,C,96000.0,not verified,major_purchase,0.0,96.3,8.0,0,29.47135752440597,12.0,0.07036947209847899
2000, 36 months,0.1565,D,34800.0,not verified,small_business,0.0,9.2,11.0,0,28.57959416976279,17.4,0.2047173286836619
20000, 36 months,0.1071,B,52559.0,not verified,debt_consolidation,1.0,39.8,12.0,0,30.67296484878229,2.62795,0.11924610835185408
35000, 36 months,0.0749,A,150000.0,VERIFIED - income,debt_consolidation,0.0,6.6,22.0,1,32.15256853090321,4.285714285714286,0.03795097965846151
6825, 36 months,0.0832,A,42000.0,not verified,home_improvement,3.0,1.2,36.0,1,45.63691073219658,6.153846153846154,0.10228626869645671
2400, 36 months,0.0788,A,95000.0,not verified,educational,0.0,69.1,17.0,0,31.96590303676079,39.583333333333336,0.021666121957799617
15000, 60 months,0.1417,C,48000.0,VERIFIED - income source,debt_consolidation,2.0,27.7,25.0,1,42.81432852861424,3.2,0.2149441351550584
20000, 60 months,0.1149,B,54000.0,VERIFIED - income,home_improvement,0.0,17.67,24.0,0,45.47935237402219,2.7,0.12771397702562082
4000, 36 months,0.1479,C,33600.0,not verified,debt_consolidation,3.0,59.0,14.0,0,28.93099956603501,8.4,0.16661955565194608
1200, 36 months,0.1523,C,9600.0,VERIFIED - income,moving,1.0,24.2,4.0,0,28.749401054144705,8.0,0.15284932472256613
9600, 36 months,0.1427,C,156000.0,VERIFIED - income,home_improvement,3.0,18.9,18.0,0,29.146552509336004,16.25,0.05743589590819075
3700, 36 months,0.0599,A,70000.0,not verified,other,2.0,0.0,25.0,0,32.87427809862284,18.91891891891892,0.032279329222081314
20000, 36 months,0.1632,E,120000.0,VERIFIED - income source,debt_consolidation,3.0,75.9,19.0,0,28.316178448556585,6.0,0.11546343468875257
8000, 36 months,0.1074,B,43200.0,not verified,debt_consolidation,1.0,75.2,7.0,0,30.65956386770398,5.4,0.1200179922438854
3500, 36 months,0.1091,C,15000.0,not verified,debt_consolidation,0.0,72.4,9.0,0,30.5837119888151,4.285714285714286,0.16325925729224494
18000, 36 months,0.1484,D,78000.0,VERIFIED - income source,credit_card,6.0,65.5,21.0,0,28.91241145573991,4.333333333333333,0.08527080533678198
8400, 60 months,0.1036999999999999,B,80000.0,not verified,other,1.0,51.8,39.0,0,46.66407421809899,9.523809523809524,0.10296884753828851
5000, 36 months,0.1379,C,50004.0,VERIFIED - income,major_purchase,3.0,56.6,16.0,1,29.346167390538795,10.0008,0.09809132407425862
3600, 36 months,0.1171,B,20000.0,not verified,small_business,0.0,86.9,6.0,0,30.231776956667787,5.555555555555555,0.2706508932013382
25000, 60 months,0.1682,E,95000.0,VERIFIED - income,debt_consolidation,0.0,23.9,31.0,0,40.394247859104865,3.8,0.1420654025453923
18000, 36 months,0.0988,B,36000.0,not verified,debt_consolidation,0.0,37.0,21.0,0,42.57634174610308,2.0,0.14323401514598263
22800, 36 months,0.1268999999999999,B,43000.0,VERIFIED - income,car,0.0,46.9,4.0,0,29.8105461344351,1.8859649122807016,0.1349887946034295
10000, 36 months,0.0713999999999999,A,90000.0,not verified,other,1.0,25.6,16.0,0,32.31853144593109,9.0,0.02910699713058601
2800, 36 months,0.0699,A,36000.0,VERIFIED - income,small_business,1.0,5.9,20.0,0,32.388663967611336,12.857142857142858,0.11329986901463429
8000, 60 months,0.1682,E,43932.0,VERIFIED - income source,debt_consolidation,2.0,61.0,10.0,0,40.39383993940924,5.4915,0.2542230646091535
12000, 36 months,0.1242,B,54600.0,VERIFIED - income source,credit_card,0.0,94.5,23.0,1,29.925933315045263,4.55,0.12360196041284478
13000, 36 months,0.0788,A,25000.0,not verified,credit_card,2.0,28.3,30.0,0,31.968523300135253,1.9230769230769231,0.06893556822881423
11200, 36 months,0.1496,D,47000.0,not verified,debt_consolidation,6.0,37.2,43.0,0,28.86300381403979,4.196428571428571,0.11061981519125577
13400, 60 months,0.1268,C,46500.0,not verified,debt_consolidation,0.0,49.69,14.0,0,44.26678999702686,3.470149253731343,0.18145556576300395
6000, 36 months,0.1171,B,48000.0,VERIFIED - income source,debt_consolidation,0.0,37.6,17.0,0,30.232792502267458,8.0,0.08100211366800357
15000, 36 months,0.1411,D,205752.0,VERIFIED - income,other,0.0,91.7,45.0,0,29.214708631972577,13.7168,0.0978666326237981
25000, 36 months,0.1595,E,250000.0,VERIFIED - income source,small_business,1.0,22.0,52.0,0,28.463754255331263,10.0,0.13779151210805235
4200, 60 months,0.1558,D,45000.0,not verified,credit_card,0.0,87.6,14.0,0,41.49787570398182,10.714285714285714,0.1589879927572246
15000, 36 months,0.0603,A,130000.0,VERIFIED - income source,debt_consolidation,0.0,0.0,22.0,0,32.855828623997894,8.666666666666666,0.02967688066994213
10000, 36 months,0.1379,C,40000.0,not verified,debt_consolidation,0.0,48.2,23.0,0,29.346167390538795,4.0,0.15485013443595727
17000, 36 months,0.087,B,55900.0,not verified,debt_consolidation,2.0,48.1,26.0,0,31.585010125782656,3.288235294117647,0.12834879023504148
20000, 36 months,0.1426,C,158000.0,VERIFIED - income,debt_consolidation,0.0,75.9,33.0,0,29.149419926543462,7.9,0.08790582169616906
12000, 36 months,0.0991,B,50000.0,not verified,debt_consolidation,1.0,29.3,25.0,0,31.031807602792863,4.166666666666667,0.09405072014863067
1600, 36 months,0.1059,B,36000.0,VERIFIED - income,home_improvement,0.0,83.7,23.0,0,30.721966205837173,22.5,0.11051288016187291
14000, 60 months,0.1399,C,140000.0,VERIFIED - income,home_improvement,1.0,90.9,20.0,0,42.985661211581565,10.0,0.14493744650213922
10000, 36 months,0.0751,A,95004.0,VERIFIED - income source,debt_consolidation,2.0,36.0,17.0,0,32.14297193918549,9.5004,0.03601539240345515
8000, 36 months,0.0749,A,57750.0,not verified,debt_consolidation,3.0,38.1,35.0,0,32.15175628968733,7.21875,0.053554868184689235
35000, 60 months,0.1878999999999999,E,124000.0,VERIFIED - income source,house,2.0,65.5,27.0,0,61.53305203938116,3.5428571428571427,0.20847500247349784
15000, 60 months,0.1343,C,43000.0,VERIFIED - income source,small_business,2.0,11.5,24.0,1,43.52746583093932,2.8666666666666667,0.3003861002189002
7500, 36 months,0.1936,G,150000.0,not verified,debt_consolidation,7.0,66.3,51.0,0,27.14539071265699,20.0,0.11517882678037573
5600, 60 months,0.1969,E,35000.0,VERIFIED - income,wedding,1.0,0.0,15.0,0,37.989281595549826,6.25,0.22976113939137705
8500, 36 months,0.1253,B,40000.0,not verified,debt_consolidation,4.0,84.4,17.0,0,29.880127957253837,4.705882352941177,0.1927279293409571
12600, 36 months,0.1075,B,110000.0,VERIFIED - income source,credit_card,0.0,62.0,9.0,0,30.655442557539786,8.73015873015873,0.04664600914917085
6000, 60 months,0.1751,E,58000.0,VERIFIED - income,car,1.0,57.0,47.0,1,39.79571532798302,9.666666666666666,0.13492635173792686
10400, 36 months,0.0766,A,37000.0,not verified,debt_consolidation,0.0,54.7,18.0,0,32.07203873315447,3.5576923076923075,0.07705624146105003
10550, 60 months,0.1349,C,128000.0,not verified,other,1.0,28.2,16.0,0,43.4693036670787,12.132701421800949,0.1044053363008837
1500, 36 months,0.1223,C,60000.0,VERIFIED - income source,other,0.0,54.3,30.0,0,30.006001200240046,40.0,0.10834735996356945
15800, 36 months,0.1472,C,55000.0,VERIFIED - income,debt_consolidation,0.0,93.0,11.0,0,28.961598386948953,3.481012658227848,0.1829223429837525
18000, 36 months,0.1878,F,80000.0,not verified,wedding,0.0,93.2,8.0,0,27.36352442194555,4.444444444444445,0.1323775861044744
25000, 60 months,0.1149,B,129996.0,VERIFIED - income,credit_card,0.0,26.5,21.0,0,45.48017973767032,5.19984,0.06888180461305073
13500, 36 months,0.1268999999999999,B,71000.0,VERIFIED - income source,debt_consolidation,2.0,77.7,11.0,0,29.810537472949697,5.2592592592592595,0.13013260012825723
1000, 36 months,0.1199,B,35000.0,not verified,vacation,0.0,60.7,4.0,1,30.11141222523336,35.0,0.13516397513105116
5000, 36 months,0.1292,D,42100.0,not verified,debt_consolidation,3.0,55.9,16.0,1,29.712384121701927,8.42,0.1605744964458639
6600, 36 months,0.08,A,50100.0,not verified,other,1.0,16.9,11.0,0,31.910264468404,7.590909090909091,0.0840683152630868
2000, 36 months,0.1074,B,86004.0,not verified,other,1.0,80.0,63.0,0,30.65603923973023,43.002,0.0673981299497469
20000, 36 months,0.1038,B,72000.0,not verified,debt_consolidation,0.0,21.2,34.0,0,30.820440115884857,3.6,0.060674346899714696
16250, 60 months,0.1149,B,63600.0,VERIFIED - income,debt_consolidation,4.0,27.3,37.0,0,45.47998880492583,3.913846153846154,0.15181203618940958
3200, 36 months,0.0999,B,40000.0,not verified,vacation,1.0,28.4,18.0,1,30.995738086013176,12.5,0.10005575896548276
3200, 36 months,0.1484,D,20800.0,VERIFIED - income source,car,1.0,48.5,5.0,0,28.912179255511383,6.5,0.13895176690855643
15000, 60 months,0.1558,D,100000.0,VERIFIED - income,major_purchase,0.0,69.6,50.0,0,41.50066401062417,6.666666666666667,0.1045730214346267
10900, 36 months,0.1565,D,60000.0,not verified,debt_consolidation,0.0,60.3,11.0,0,28.58341637383962,5.504587155963303,0.14208569251943026
6000, 36 months,0.1299,C,48000.0,not verified,medical,3.0,3.4,20.0,1,29.682398337785695,8.0,0.16168291720354064
7000, 36 months,0.1558,D,24996.0,not verified,debt_consolidation,0.0,56.0,7.0,0,28.611133818360173,3.5708571428571427,0.18019203923579444
5000, 36 months,0.1135999999999999,B,27919.2,not verified,other,0.0,72.8,16.0,0,30.385900941962927,5.58384,0.1298943717682441
12000, 36 months,0.0751,A,36500.0,not verified,debt_consolidation,1.0,65.0,18.0,0,32.14314413521549,3.0416666666666665,0.09612907054976386
11000, 36 months,0.0894,A,59000.0,VERIFIED - income,debt_consolidation,3.0,3.6,24.0,0,31.47443417551289,5.363636363636363,0.09796820282707984
6000, 36 months,0.0654,A,61000.0,VERIFIED - income,home_improvement,0.0,0.0,9.0,0,32.606923536764306,10.166666666666666,0.04210944600460543
4000, 36 months,0.1112,B,18000.0,not verified,other,1.0,66.4,10.0,0,30.49012882079427,4.5,0.17601470907841005
18325, 36 months,0.0749,A,159960.0,VERIFIED - income source,debt_consolidation,0.0,14.6,17.0,0,32.152507281468225,8.729058663028649,0.02967688066994213
17475, 60 months,0.1099,B,76900.0,VERIFIED - income,credit_card,0.0,33.9,33.0,0,46.00257982994182,4.400572246065808,0.08130209823241975
16225, 36 months,0.1785999999999999,G,120000.0,not verified,credit_card,0.0,6.0,20.0,0,27.715618113800584,7.395993836671803,0.04740350708712726
8000, 36 months,0.1149,B,78420.0,VERIFIED - income,home_improvement,2.0,0.0,30.0,0,30.328303889604975,9.8025,0.05859107747196433
7500, 36 months,0.1229,C,65000.0,VERIFIED - income,debt_consolidation,2.0,7.9,10.0,0,29.982010793523884,8.666666666666666,0.11762526887842521
10000, 36 months,0.0963,A,60000.0,not verified,credit_card,2.0,33.8,28.0,0,31.157501168406295,6.0,0.07319940081196526
10800, 36 months,0.1221,B,83000.0,VERIFIED - income,debt_consolidation,0.0,51.8,33.0,1,30.015841694227507,7.685185185185185,0.09709734398564356
20000, 60 months,0.1677,E,57000.0,VERIFIED - income,debt_consolidation,0.0,95.6,36.0,1,40.43753411916941,2.85,0.3102948013876468
1500, 60 months,0.1596,C,24960.0,not verified,debt_consolidation,2.0,55.8,5.0,0,41.15226337448559,16.64,0.277066195316136
12250, 36 months,0.178,F,44400.0,VERIFIED - income,credit_card,7.0,29.5,57.0,0,27.737523775020374,3.6244897959183673,0.0994215065975906
3600, 36 months,0.1074,B,72000.0,not verified,credit_card,0.0,67.4,28.0,0,30.659172202350536,20.0,0.0440787002165727
1500, 36 months,0.1392,C,50000.0,not verified,other,2.0,93.1,15.0,0,29.291154071470416,33.333333333333336,0.14312914144952044
20000, 36 months,0.0654,A,60000.0,VERIFIED - income,major_purchase,0.0,0.0,34.0,0,53.02086370986984,3.0,0.04301349845200555
20000, 36 months,0.0691,A,165000.0,VERIFIED - income,debt_consolidation,1.0,45.6,49.0,0,32.42962770787391,8.25,0.04116471198946022
11000, 36 months,0.1,B,140000.0,VERIFIED - income source,credit_card,0.0,54.8,33.0,0,30.991153434383275,12.727272727272728,0.043492884057799615
9325, 60 months,0.1862,F,19200.0,VERIFIED - income,major_purchase,0.0,71.2,8.0,0,38.860643440573426,2.058981233243968,0.4178565287475198
18000, 36 months,0.0991,B,70000.0,VERIFIED - income,credit_card,1.0,66.8,24.0,0,31.031807602792867,3.888888888888889,0.06943478410468139
4800, 36 months,0.1,B,92000.0,VERIFIED - income,debt_consolidation,0.0,79.5,17.0,0,30.989734650397057,19.166666666666668,0.059919495577023536
9600, 36 months,0.0849,A,45000.0,VERIFIED - income source,credit_card,0.0,79.3,7.0,0,31.68212270222105,4.6875,0.08800294162447676
8800, 36 months,0.0859,A,66500.0,not verified,debt_consolidation,1.0,8.6,52.0,0,31.635330912751193,7.556818181818182,0.057022950274086305
11250, 36 months,0.1757999999999999,D,96000.0,VERIFIED - income,debt_consolidation,1.0,99.1,17.0,0,27.82243106219859,8.533333333333333,0.1245275847372671
20000, 60 months,0.1632,D,98000.0,VERIFIED - income,debt_consolidation,1.0,56.8,28.0,0,40.835494211568694,4.9,0.17857661275908635
18000, 36 months,0.1099,B,103992.0,VERIFIED - income,debt_consolidation,0.0,62.1,43.0,0,30.548861206340582,5.777333333333333,0.06675328834881177
19000, 36 months,0.1355,D,144000.0,not verified,debt_consolidation,2.0,95.1,13.0,0,29.44640753828033,7.578947368421052,0.11428482491130434
17325, 60 months,0.1862,F,35004.0,VERIFIED - income,debt_consolidation,0.0,93.8,13.0,1,38.861846975168795,2.0204329004329,0.5249974142142296
7500, 36 months,0.0774,A,31200.0,VERIFIED - income,home_improvement,1.0,8.8,19.0,0,32.032117536516616,4.16,0.06591221397491054
25000, 60 months,0.1268,C,55000.0,VERIFIED - income source,debt_consolidation,0.0,17.1,28.0,1,44.26815879873924,2.2,0.20768318777039968
20000, 36 months,0.1268999999999999,B,50000.0,VERIFIED - income,credit_card,0.0,66.1,16.0,0,29.810702042033093,2.5,0.1194474851052823
11000, 36 months,0.1253,C,54000.0,not verified,debt_consolidation,5.0,20.1,24.0,0,29.88074864857523,4.909090909090909,0.10822341985795576
1300, 36 months,0.1059,B,89000.0,not verified,credit_card,0.0,69.2,9.0,0,30.72559678562987,68.46153846153847,0.03950836495276726
1600, 36 months,0.0988,B,18000.0,not verified,moving,1.0,61.0,6.0,1,31.04384943733023,11.25,0.12565893851686205
9225, 36 months,0.0599,A,63000.0,not verified,debt_consolidation,0.0,38.1,45.0,0,32.874808453013074,6.829268292682927,0.04347701909677464
15000, 36 months,0.0603,A,47760.0,not verified,home_improvement,0.0,6.5,22.0,0,32.855828623997894,3.184,0.0476058203245173
12000, 36 months,0.0599,A,80000.0,VERIFIED - income source,home_improvement,0.0,0.4,17.0,0,32.87581162159941,6.666666666666667,0.029316419728702782
1300, 36 months,0.0699,A,50000.0,VERIFIED - income source,debt_consolidation,1.0,69.3,21.0,1,32.38664673642252,38.46153846153846,0.05760743297352561
9000, 36 months,0.0751,A,60000.0,not verified,credit_card,1.0,27.8,17.0,0,32.142857142857146,6.666666666666667,0.037820985165934226
3000, 36 months,0.1632,E,78000.0,VERIFIED - income source,moving,1.0,99.0,27.0,0,28.31524303916942,26.0,0.09367352553931242
12000, 60 months,0.0579,A,74265.0,VERIFIED - income,major_purchase,1.0,10.1,30.0,0,51.98631027162847,6.18875,0.04529214420550103
4800, 36 months,0.1199,B,55000.0,VERIFIED - income source,debt_consolidation,3.0,34.1,23.0,0,30.11103443949564,11.458333333333334,0.12032344786530878
20000, 60 months,0.1839,E,74000.0,VERIFIED - income,debt_consolidation,2.0,85.5,29.0,0,39.05258430476637,3.7,0.218047116735748
12000, 36 months,0.1158,B,95004.0,not verified,moving,0.0,39.4,13.0,0,30.290027008607417,7.917,0.037843001721249644
18000, 36 months,0.0849,A,101000.0,VERIFIED - income,credit_card,0.0,50.6,22.0,0,31.682331819621925,5.611111111111111,0.054303345354879795
35000, 60 months,0.1427,C,121000.0,VERIFIED - income,other,3.0,40.1,15.0,0,42.71939460515074,3.4571428571428573,0.16662766535647802
30000, 60 months,0.1565,D,109200.0,VERIFIED - income,home_improvement,0.0,24.3,30.0,0,41.43760877372303,3.64,0.1298991092851468
5000, 60 months,0.1427,C,66996.0,VERIFIED - income,other,1.0,27.3,43.0,0,42.716787697565145,13.3992,0.1230462968605459
12000, 36 months,0.1347,C,315000.0,VERIFIED - income source,debt_consolidation,1.0,67.0,34.0,0,29.478235236317182,26.25,0.07845048617085927
8500, 36 months,0.1311,C,38000.0,not verified,credit_card,0.0,91.6,17.0,0,29.632211957469057,4.470588235294118,0.14524585421376265
