loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
2050,2050, 36 months,0.145,70.57,E,0.0,OWN,22500.0,not verified,debt_consolidation,CA,27.73,0.0,922.2666666666667,1.0,3.0,0.0,1597,88.7,5.0,0
2400,2400, 36 months,0.0729,74.43,A,4.0,RENT,41000.0,VERIFIED - income,home_improvement,CA,1.26,0.0,940.5,0.0,3.0,0.0,1978,12.4,9.0,1
12000,12000, 36 months,0.1189,397.97,B,0.0,RENT,38000.0,VERIFIED - income,debt_consolidation,CA,19.64,0.0,878.6333333333333,1.0,9.0,0.0,6472,53.5,11.0,0
9000,9000, 36 months,0.0662,276.34,A,4.0,MORTGAGE,96000.0,not verified,home_improvement,FL,4.64,0.0,879.6333333333333,1.0,9.0,0.0,3214,8.9,25.0,0
18200,18200, 36 months,0.09910000000000001,586.5,B,2.0,RENT,36400.0,VERIFIED - income,credit_card,WA,12.82,0.0,1167.7666666666667,1.0,12.0,0.0,19208,62.0,18.0,0
20000,20000, 60 months,0.1689,495.87,D,10.0,MORTGAGE,86000.0,VERIFIED - income,debt_consolidation,IL,12.28,0.0,937.4666666666667,1.0,10.0,0.0,24884,53.7,24.0,0
14000,14000, 36 months,0.0603,426.1,A,5.0,MORTGAGE,180000.0,VERIFIED - income,home_improvement,TX,5.17,0.0,982.1333333333333,0.0,12.0,0.0,8341,19.8,24.0,0
6000,6000, 36 months,0.0932,191.69,A,3.0,RENT,69780.0,not verified,debt_consolidation,CA,4.06,0.0,883.7333333333333,1.0,10.0,0.0,5307,12.8,17.0,0
12800,12800, 36 months,0.0999,412.96,B,6.0,MORTGAGE,116000.0,VERIFIED - income,small_business,AL,21.83,0.0,964.8333333333334,3.0,8.0,0.0,12991,42.7,21.0,0
6000,6000, 36 months,0.0894,190.63,A,6.0,MORTGAGE,110000.0,not verified,credit_card,CA,5.47,0.0,910.1,0.0,10.0,0.0,11992,64.3,29.0,0
7000,7000, 36 months,0.1557,244.62,E,10.0,MORTGAGE,48500.0,VERIFIED - income,debt_consolidation,NJ,2.72,0.0,917.1666666666666,1.0,7.0,0.0,3273,69.6,19.0,1
20000,20000, 60 months,0.1677,494.59,D,10.0,RENT,60000.0,VERIFIED - income,debt_consolidation,CA,9.46,0.0,983.1666666666666,2.0,13.0,0.0,16326,41.0,30.0,1
15000,15000, 36 months,0.1916,551.05,G,0.0,RENT,100000.0,VERIFIED - income,credit_card,PA,2.96,1.0,1073.4333333333334,10.0,8.0,0.0,5212,13.2,16.0,0
4800,4800, 36 months,0.0579,145.57,A,10.0,MORTGAGE,68800.0,not verified,car,MO,13.87,0.0,1087.6333333333334,1.0,13.0,0.0,10047,30.9,46.0,0
10400,10400, 36 months,0.0542,313.67,A,0.0,MORTGAGE,95000.0,VERIFIED - income,debt_consolidation,GA,12.13,0.0,940.5,0.0,9.0,0.0,13105,43.7,27.0,0
6400,6400, 36 months,0.0751,199.1,A,5.0,RENT,58000.0,not verified,car,CA,11.86,0.0,921.2333333333333,2.0,7.0,0.0,2293,6.1,18.0,0
10000,7875, 36 months,0.0751,245.0,A,5.0,MORTGAGE,92000.0,not verified,credit_card,CA,17.39,0.0,1179.9333333333334,0.0,15.0,0.0,18418,44.7,31.0,0
22000,22000, 60 months,0.1223,491.94,C,10.0,MORTGAGE,67200.0,VERIFIED - income,debt_consolidation,CA,16.21,0.0,924.2666666666667,0.0,6.0,0.0,24450,72.1,20.0,0
12200,12200, 36 months,0.1149,402.25,B,1.0,RENT,42000.0,VERIFIED - income,major_purchase,CA,22.66,0.0,889.7666666666667,1.0,17.0,0.0,4761,68.0,25.0,1
6000,6000, 36 months,0.09910000000000001,193.35,B,10.0,MORTGAGE,36000.0,VERIFIED - income source,debt_consolidation,IL,10.9,0.0,981.1333333333333,0.0,14.0,0.0,2491,13.3,52.0,0
10000,10000, 60 months,0.2025,266.34,F,5.0,OWN,35000.0,VERIFIED - income source,small_business,NJ,5.14,0.0,951.6666666666666,0.0,4.0,1.0,7778,55.2,11.0,0
14000,14000, 36 months,0.0999,451.68,B,3.0,MORTGAGE,126000.0,VERIFIED - income source,house,MD,4.54,0.0,943.5666666666667,3.0,6.0,0.0,7581,35.8,19.0,0
4000,4000, 60 months,0.1595,97.17,D,7.0,RENT,21000.0,not verified,debt_consolidation,MA,18.4,0.0,851.2,0.0,4.0,0.0,3065,73.0,6.0,1
14400,14400, 36 months,0.11710000000000001,476.3,B,1.0,RENT,80000.0,not verified,credit_card,CA,16.35,0.0,975.0,1.0,10.0,0.0,19983,48.4,16.0,0
4800,4800, 36 months,0.0788,150.15,A,0.0,RENT,80000.0,not verified,credit_card,TX,5.23,0.0,1051.1,2.0,7.0,0.0,13615,53.6,8.0,0
15150,15150, 36 months,0.1454,521.78,D,4.0,MORTGAGE,45324.0,VERIFIED - income source,debt_consolidation,PA,15.83,0.0,910.1,1.0,8.0,0.0,8992,82.5,13.0,0
7000,7000, 36 months,0.0751,217.78,A,10.0,RENT,31000.0,not verified,credit_card,FL,26.86,0.0,893.8666666666667,1.0,8.0,0.0,5033,44.1,13.0,0
10500,10500, 60 months,0.1595,255.07,D,4.0,MORTGAGE,85000.0,VERIFIED - income,credit_card,TX,18.59,0.0,891.8,0.0,6.0,0.0,11182,78.7,19.0,0
15000,15000, 36 months,0.1065,488.6,B,3.0,RENT,109000.0,VERIFIED - income,other,CA,14.36,0.0,946.6333333333333,0.0,11.0,0.0,26902,50.2,35.0,0
2000,2000, 36 months,0.1523,69.56,C,3.0,MORTGAGE,93000.0,not verified,vacation,DC,21.24,0.0,960.7666666666667,2.0,13.0,1.0,25016,78.5,27.0,0
3500,3500, 36 months,0.0768,109.17,A,4.0,RENT,17004.0,not verified,educational,OR,2.26,0.0,883.7333333333333,0.0,5.0,0.0,1223,10.7,8.0,0
17000,17000, 60 months,0.1059,366.16,B,0.0,RENT,83500.0,VERIFIED - income,debt_consolidation,CA,15.56,0.0,1137.3666666666666,0.0,11.0,0.0,4465,42.5,18.0,0
2400,2400, 36 months,0.1306,80.94,C,10.0,MORTGAGE,105000.0,VERIFIED - income,debt_consolidation,CA,16.3,0.0,954.7333333333333,3.0,9.0,0.0,9107,97.9,21.0,0
25000,25000, 36 months,0.1065,814.34,B,10.0,MORTGAGE,75000.0,VERIFIED - income,small_business,KY,26.83,0.0,1036.9,2.0,13.0,0.0,22110,44.3,41.0,0
23000,23000, 60 months,0.1864,592.09,E,10.0,RENT,68000.0,VERIFIED - income,debt_consolidation,CA,20.51,0.0,934.4666666666667,1.0,11.0,0.0,19561,88.1,25.0,0
15600,15600, 36 months,0.157,546.17,D,4.0,MORTGAGE,91080.0,not verified,other,CO,18.67,0.0,924.2666666666667,1.0,10.0,0.0,69823,93.0,23.0,0
24250,24250, 60 months,0.0962,510.72,B,4.0,MORTGAGE,65004.0,VERIFIED - income,debt_consolidation,CA,15.38,0.0,930.4,1.0,14.0,0.0,11305,37.4,21.0,1
5000,5000, 36 months,0.1533,174.15,D,3.0,MORTGAGE,19200.0,VERIFIED - income,major_purchase,FL,8.81,0.0,837.0666666666667,0.0,7.0,0.0,5528,52.6,8.0,1
25000,25000, 60 months,0.1825,638.25,F,5.0,MORTGAGE,102000.0,VERIFIED - income,debt_consolidation,NY,18.32,0.0,972.9666666666667,1.0,21.0,0.0,46003,55.4,45.0,0
20000,20000, 36 months,0.1348,678.49,C,2.0,MORTGAGE,65000.0,VERIFIED - income,small_business,TX,7.53,0.0,930.4,0.0,4.0,0.0,0,0.0,16.0,1
24250,24250, 60 months,0.0962,510.72,B,8.0,MORTGAGE,74496.0,VERIFIED - income,debt_consolidation,NC,12.45,0.0,944.6,0.0,6.0,0.0,5784,50.3,20.0,1
10000,10000, 36 months,0.0766,311.8,A,8.0,MORTGAGE,96000.0,not verified,other,NJ,17.65,0.0,1124.1666666666667,3.0,14.0,0.0,25799,54.0,33.0,1
16000,16000, 36 months,0.1349,542.89,C,10.0,MORTGAGE,49578.0,not verified,credit_card,GA,19.12,0.0,919.2,0.0,10.0,0.0,17817,78.3,29.0,0
20000,20000, 36 months,0.1025,647.7,B,4.0,RENT,45000.0,not verified,debt_consolidation,NJ,4.11,0.0,908.0666666666667,0.0,7.0,0.0,5081,40.0,8.0,0
21600,21600, 60 months,0.0888,447.13,B,3.0,MORTGAGE,85000.0,VERIFIED - income,debt_consolidation,WA,22.27,0.0,900.9333333333333,0.0,10.0,0.0,11032,15.1,19.0,0
5000,5000, 36 months,0.0662,153.52,A,7.0,MORTGAGE,64000.0,not verified,debt_consolidation,MN,1.54,1.0,916.1333333333333,0.0,12.0,0.0,4690,11.9,20.0,0
14000,14000, 60 months,0.1565,337.86,D,3.0,MORTGAGE,45000.0,not verified,debt_consolidation,TX,17.01,0.0,890.8,0.0,5.0,0.0,3680,43.8,7.0,0
5000,5000, 36 months,0.13720000000000002,170.21,C,0.0,RENT,30000.0,VERIFIED - income source,home_improvement,NJ,7.24,0.0,829.9333333333333,0.0,4.0,0.0,6265,75.5,4.0,0
6200,6200, 36 months,0.12689999999999999,207.98,B,2.0,RENT,40000.0,VERIFIED - income source,debt_consolidation,NY,13.91,0.0,878.6333333333333,0.0,11.0,0.0,10054,73.4,18.0,0
20000,20000, 36 months,0.0788,625.63,A,0.0,MORTGAGE,110000.0,VERIFIED - income,home_improvement,IL,5.68,0.0,951.6666666666666,1.0,13.0,0.0,9387,13.4,37.0,0
16000,16000, 36 months,0.1059,520.72,B,10.0,RENT,45000.0,VERIFIED - income,other,NY,2.45,1.0,922.2666666666667,0.0,6.0,0.0,3837,13.0,11.0,0
12000,12000, 60 months,0.09910000000000001,254.44,B,10.0,MORTGAGE,42000.0,not verified,debt_consolidation,GA,10.43,0.0,944.6,0.0,22.0,0.0,14618,11.6,61.0,0
10000,10000, 36 months,0.11259999999999999,328.64,B,2.0,RENT,75000.0,VERIFIED - income,debt_consolidation,CA,12.16,0.0,1072.4,0.0,8.0,1.0,5389,28.1,22.0,0
20000,20000, 36 months,0.1316,675.41,C,3.0,MORTGAGE,115000.0,VERIFIED - income,debt_consolidation,AZ,9.52,0.0,1088.6666666666667,0.0,13.0,0.0,22424,34.4,24.0,0
5500,5500, 36 months,0.0579,166.8,A,9.0,MORTGAGE,65000.0,VERIFIED - income source,major_purchase,GA,5.8,0.0,985.1333333333333,0.0,18.0,0.0,10189,13.7,37.0,0
30000,30000, 36 months,0.079,938.71,A,9.0,MORTGAGE,125004.0,VERIFIED - income,major_purchase,NC,3.03,0.0,998.3333333333334,0.0,10.0,0.0,18885,42.2,40.0,0
13200,13200, 60 months,0.1427,309.0,C,7.0,RENT,47000.0,not verified,credit_card,CO,12.61,0.0,862.3333333333334,0.0,6.0,0.0,17968,72.5,8.0,0
6300,6300, 36 months,0.0676,193.85,A,3.0,MORTGAGE,115000.0,not verified,credit_card,CA,6.25,0.0,974.0,1.0,9.0,0.0,12345,17.4,21.0,0
35000,35000, 36 months,0.10369999999999999,1135.45,B,3.0,MORTGAGE,410000.0,VERIFIED - income,home_improvement,FL,7.92,0.0,1003.4333333333333,0.0,9.0,0.0,147559,36.3,44.0,0
6000,6000, 36 months,0.0788,187.69,A,10.0,MORTGAGE,70000.0,not verified,credit_card,TX,19.59,0.0,934.4666666666667,0.0,6.0,0.0,5420,53.7,19.0,0
15000,15000, 36 months,0.09880000000000001,483.16,B,1.0,MORTGAGE,80000.0,not verified,debt_consolidation,MA,12.67,0.0,962.8,1.0,9.0,0.0,4227,14.1,26.0,0
24000,24000, 36 months,0.17190000000000003,857.94,E,10.0,MORTGAGE,97584.0,VERIFIED - income,debt_consolidation,CA,11.84,0.0,921.2333333333333,0.0,16.0,1.0,9517,72.4,25.0,1
10000,10000, 60 months,0.16690000000000002,246.87,E,3.0,MORTGAGE,48000.0,VERIFIED - income,credit_card,FL,23.65,0.0,937.4666666666667,3.0,13.0,1.0,7394,76.2,46.0,0
2500,2500, 60 months,0.1065,53.93,B,10.0,RENT,66000.0,not verified,car,CA,21.95,0.0,1186.0666666666666,3.0,18.0,0.0,35700,52.3,62.0,0
18225,18225, 60 months,0.18789999999999998,470.67,E,10.0,MORTGAGE,68000.0,VERIFIED - income,credit_card,AZ,21.99,0.0,1017.6333333333333,2.0,10.0,0.0,21895,94.4,37.0,0
33000,33000, 36 months,0.203,1231.45,E,10.0,MORTGAGE,220000.0,VERIFIED - income,debt_consolidation,NJ,6.35,0.0,950.6333333333333,3.0,9.0,0.0,10373,44.7,33.0,0
2400,2400, 36 months,0.133,81.22,D,1.0,RENT,24000.0,not verified,debt_consolidation,CA,11.35,0.0,909.0666666666667,5.0,7.0,0.0,5016,27.7,22.0,0
1500,1500, 36 months,0.1229,50.03,C,5.0,MORTGAGE,29000.0,not verified,debt_consolidation,PA,4.18,0.0,920.2333333333333,3.0,2.0,0.0,0,0.0,6.0,0
4000,4000, 36 months,0.0999,129.05,B,0.0,RENT,28000.0,VERIFIED - income source,credit_card,LA,19.84,0.0,894.8666666666667,4.0,4.0,0.0,4969,59.9,11.0,0
13500,13500, 60 months,0.1038,289.37,B,9.0,OWN,56148.0,VERIFIED - income,debt_consolidation,CA,15.26,0.0,1039.9666666666667,0.0,9.0,0.0,4761,35.0,38.0,0
6000,6000, 36 months,0.1422,205.71,C,10.0,MORTGAGE,46800.0,VERIFIED - income source,credit_card,TX,21.95,0.0,960.7666666666667,2.0,22.0,0.0,13287,41.9,45.0,0
3500,3500, 60 months,0.1839,89.63,E,3.0,RENT,32640.0,VERIFIED - income source,renewable_energy,MD,3.09,0.0,852.2333333333333,1.0,2.0,0.0,3431,49.0,6.0,0
3000,3000, 36 months,0.1149,98.92,B,1.0,RENT,20000.0,not verified,debt_consolidation,OR,19.2,0.0,943.5666666666667,2.0,8.0,0.0,7650,94.4,13.0,1
2400,2400, 36 months,0.07490000000000001,74.65,A,3.0,RENT,60000.0,not verified,major_purchase,NY,7.0,0.0,860.3666666666667,0.0,2.0,0.0,336,11.2,3.0,0
13000,13000, 36 months,0.0788,406.66,A,2.0,MORTGAGE,37000.0,VERIFIED - income,debt_consolidation,FL,19.39,0.0,939.5,0.0,10.0,0.0,14033,56.4,15.0,0
15000,15000, 60 months,0.1075,324.27,B,10.0,RENT,69132.0,not verified,moving,NY,17.55,0.0,1088.6666666666667,2.0,12.0,0.0,2691,11.1,28.0,0
24000,24000, 36 months,0.12990000000000002,808.54,C,10.0,MORTGAGE,135000.0,VERIFIED - income,debt_consolidation,CA,19.56,0.0,1125.2,0.0,12.0,0.0,61139,83.9,63.0,0
10400,5400, 36 months,0.1166,178.49,C,2.0,RENT,57300.0,not verified,debt_consolidation,MN,15.92,1.0,975.0,0.0,4.0,0.0,3037,76.8,22.0,0
4000,4000, 36 months,0.1242,133.67,B,5.0,MORTGAGE,38000.0,not verified,credit_card,OH,19.64,0.0,893.8666666666667,1.0,11.0,0.0,11130,52.7,16.0,0
3000,3000, 36 months,0.1703,107.01,F,10.0,MORTGAGE,90000.0,VERIFIED - income,debt_consolidation,WA,28.3,0.0,1080.5666666666666,5.0,20.0,0.0,42876,79.1,38.0,0
9050,9050, 36 months,0.0542,272.95,A,3.0,MORTGAGE,108000.0,not verified,debt_consolidation,LA,24.73,0.0,931.4,1.0,12.0,0.0,5315,37.7,42.0,0
12000,12000, 60 months,0.1223,268.34,C,4.0,MORTGAGE,100000.0,VERIFIED - income source,debt_consolidation,CA,7.34,0.0,1061.2333333333333,3.0,9.0,0.0,18066,88.5,30.0,0
10000,10000, 36 months,0.0894,317.72,A,10.0,MORTGAGE,75000.0,not verified,credit_card,CA,23.64,0.0,1037.9,0.0,18.0,0.0,39304,33.9,31.0,0
10000,10000, 36 months,0.0599,304.18,A,0.0,RENT,33000.0,VERIFIED - income,car,OR,29.02,0.0,914.1,1.0,6.0,0.0,29292,80.0,15.0,0
24000,24000, 36 months,0.1074,782.78,B,,MORTGAGE,85000.0,VERIFIED - income,debt_consolidation,OH,13.65,0.0,82.2,0.0,15.0,0.0,52831,53.0,38.0,0
3000,3000, 36 months,0.0932,95.85,A,4.0,RENT,24000.0,not verified,small_business,TX,0.95,0.0,1029.8333333333333,0.0,4.0,0.0,1870,5.5,5.0,0
30000,30000, 60 months,0.21280000000000002,816.34,F,6.0,MORTGAGE,100000.0,VERIFIED - income source,debt_consolidation,MT,14.84,0.0,979.1,2.0,9.0,0.0,16566,84.5,21.0,0
6000,6000, 36 months,0.0691,185.02,A,0.0,RENT,33500.0,not verified,debt_consolidation,MA,18.95,0.0,923.2333333333333,0.0,15.0,0.0,7510,20.7,19.0,0
20000,20000, 36 months,0.1461,689.51,D,10.0,RENT,85155.29,VERIFIED - income,credit_card,CT,15.15,0.0,993.3,0.0,9.0,0.0,32954,90.0,10.0,0
7200,7200, 36 months,0.0542,217.16,A,10.0,MORTGAGE,36000.0,not verified,debt_consolidation,FL,8.57,0.0,1047.0333333333333,0.0,9.0,0.0,6198,21.4,30.0,0
3500,3500, 36 months,0.0859,110.64,A,2.0,RENT,12996.0,not verified,educational,TX,0.0,0.0,1025.7333333333333,2.0,8.0,0.0,11717,32.6,12.0,1
1500,1500, 36 months,0.1148,49.46,B,1.0,RENT,10800.0,not verified,educational,TX,6.44,0.0,1103.8666666666666,5.0,3.0,0.0,2763,9.0,4.0,1
6000,6000, 36 months,0.08,188.02,A,6.0,OWN,26500.0,VERIFIED - income,debt_consolidation,CA,12.14,0.0,882.7,0.0,6.0,0.0,1491,5.5,11.0,0
7000,7000, 36 months,0.1472,241.7,C,3.0,OWN,66996.0,VERIFIED - income,home_improvement,NY,24.54,0.0,995.3333333333334,2.0,16.0,0.0,9833,28.4,35.0,0
23500,23500, 36 months,0.11359999999999999,773.42,B,5.0,RENT,78200.0,not verified,wedding,MD,16.1,0.0,902.9666666666667,0.0,9.0,0.0,11837,52.4,27.0,0
5000,5000, 36 months,0.1099,163.68,B,3.0,MORTGAGE,96000.0,not verified,home_improvement,IL,19.68,0.0,939.5,2.0,14.0,1.0,12352,41.9,37.0,0
25000,21925, 60 months,0.1825,559.74,F,7.0,MORTGAGE,78000.0,VERIFIED - income,renewable_energy,VA,18.52,0.0,998.3333333333334,0.0,11.0,0.0,13285,61.5,46.0,1
14000,14000, 36 months,0.16820000000000002,497.87,E,5.0,MORTGAGE,97200.0,not verified,debt_consolidation,MN,15.54,1.0,971.9333333333333,2.0,11.0,1.0,26470,97.7,60.0,1
21000,21000, 36 months,0.1148,692.34,B,4.0,MORTGAGE,75000.0,not verified,debt_consolidation,TX,15.63,0.0,1058.1666666666667,1.0,6.0,0.0,23860,55.5,21.0,0
7000,7000, 36 months,0.0579,212.29,A,4.0,RENT,60000.0,not verified,car,FL,21.62,0.0,890.8,0.0,8.0,0.0,1628,10.4,12.0,0
32350,32350, 60 months,0.21739999999999998,888.7,F,10.0,MORTGAGE,91000.0,VERIFIED - income,home_improvement,NJ,21.3,0.0,960.7666666666667,1.0,13.0,0.0,12119,40.9,42.0,0
1500,1500, 36 months,0.1864,54.72,E,0.0,RENT,17000.0,VERIFIED - income source,other,OH,4.59,0.0,830.9333333333333,3.0,10.0,0.0,1497,99.8,15.0,1
20000,20000, 36 months,0.1148,659.37,B,3.0,MORTGAGE,105000.0,not verified,credit_card,PA,11.14,0.0,999.3333333333334,1.0,7.0,0.0,8080,23.5,16.0,0
30000,18550, 60 months,0.203,494.57,E,8.0,RENT,75000.0,VERIFIED - income source,debt_consolidation,FL,18.77,0.0,919.2,0.0,11.0,0.0,16788,71.4,15.0,0
4000,4000, 60 months,0.1677,98.92,E,0.0,RENT,24000.0,VERIFIED - income,debt_consolidation,GA,9.34,0.0,970.9666666666667,1.0,7.0,0.0,2766,63.4,19.0,1
10000,10000, 60 months,0.1677,247.3,E,4.0,MORTGAGE,42000.0,VERIFIED - income,house,AZ,4.51,0.0,996.2666666666667,0.0,7.0,1.0,6946,39.9,16.0,0
7600,7600, 36 months,0.0849,239.88,A,9.0,RENT,18000.0,VERIFIED - income,vacation,NJ,13.67,0.0,907.0333333333333,3.0,5.0,0.0,4236,17.9,16.0,1
12000,12000, 36 months,0.1316,405.25,C,2.0,RENT,85000.0,not verified,wedding,CA,12.01,0.0,939.5,0.0,12.0,0.0,0,,39.0,0
15200,15200, 60 months,0.1528,363.85,D,1.0,RENT,85000.0,not verified,credit_card,NY,5.76,0.0,921.2333333333333,1.0,5.0,0.0,18917,54.7,9.0,0
18000,18000, 60 months,0.1632,440.8,D,3.0,RENT,84996.0,VERIFIED - income,debt_consolidation,FL,14.85,1.0,1019.6666666666666,5.0,9.0,0.0,9721,47.0,23.0,0
8000,8000, 60 months,0.1038,171.48,B,2.0,RENT,28000.0,VERIFIED - income source,debt_consolidation,AR,19.8,0.0,910.1,1.0,12.0,0.0,9345,18.7,26.0,0
25000,25000, 36 months,0.1036,810.92,B,5.0,MORTGAGE,78456.0,VERIFIED - income,debt_consolidation,NH,18.49,0.0,976.0333333333333,0.0,10.0,0.0,28413,46.6,15.0,0
16000,16000, 60 months,0.1242,359.32,B,10.0,MORTGAGE,77000.0,VERIFIED - income source,debt_consolidation,NJ,4.74,2.0,985.1333333333333,1.0,16.0,0.0,12688,8.9,37.0,0
10000,10000, 60 months,0.0888,207.01,B,5.0,RENT,65000.0,not verified,credit_card,CA,18.78,0.0,886.7,1.0,12.0,0.0,11673,44.7,23.0,0
2400,2400, 36 months,0.09910000000000001,77.34,B,0.0,OWN,19200.0,VERIFIED - income source,debt_consolidation,NJ,19.94,0.0,924.2666666666667,2.0,6.0,0.0,5082,21.6,8.0,0
15000,15000, 36 months,0.1427,514.64,C,8.0,MORTGAGE,75000.0,VERIFIED - income,debt_consolidation,OH,18.13,0.0,879.6333333333333,0.0,9.0,0.0,11548,80.8,13.0,0
12000,12000, 36 months,0.1349,407.17,C,0.0,RENT,48000.0,not verified,other,MO,1.63,0.0,863.3666666666667,1.0,3.0,0.0,3792,33.9,6.0,0
35000,35000, 60 months,0.18989999999999999,907.73,F,10.0,RENT,128000.0,VERIFIED - income,debt_consolidation,NY,12.27,0.0,1030.8333333333333,0.0,7.0,0.0,29759,97.3,14.0,0
6500,6500, 36 months,0.1422,222.85,C,2.0,RENT,32000.0,not verified,debt_consolidation,FL,4.99,0.0,847.2,0.0,4.0,0.0,5326,78.2,7.0,0
9000,9000, 36 months,0.1059,292.91,B,2.0,RENT,40000.0,VERIFIED - income source,debt_consolidation,OH,17.85,1.0,892.8333333333334,0.0,7.0,0.0,2676,54.6,16.0,0
5150,5150, 36 months,0.079,161.15,A,7.0,RENT,68000.0,VERIFIED - income,debt_consolidation,AR,0.0,0.0,952.6666666666666,2.0,6.0,0.0,0,0.0,10.0,0
2525,2525, 36 months,0.12210000000000001,84.12,B,3.0,RENT,27000.0,not verified,debt_consolidation,KY,10.0,0.0,903.9666666666667,1.0,5.0,0.0,5630,23.0,8.0,0
20000,20000, 60 months,0.1465,472.14,C,6.0,MORTGAGE,60000.0,VERIFIED - income,debt_consolidation,KS,15.44,0.0,923.2333333333333,1.0,6.0,0.0,14426,60.4,12.0,0
12000,12000, 36 months,0.0751,373.33,A,10.0,RENT,90000.0,VERIFIED - income,debt_consolidation,MD,11.91,0.0,962.8,1.0,18.0,0.0,33702,35.8,51.0,0
35000,35000, 60 months,0.1929,913.52,E,7.0,MORTGAGE,135000.0,VERIFIED - income,debt_consolidation,NC,19.46,0.0,968.9333333333333,0.0,9.0,0.0,19731,63.4,28.0,0
4000,4000, 36 months,0.1442,137.54,D,4.0,MORTGAGE,38000.0,VERIFIED - income,medical,NJ,4.61,0.0,992.2666666666667,1.0,4.0,0.0,4093,80.3,12.0,0
8000,8000, 36 months,0.1242,267.33,B,10.0,MORTGAGE,80000.0,VERIFIED - income,debt_consolidation,CO,6.57,0.0,893.8666666666667,0.0,10.0,0.0,11222,94.3,14.0,0
21250,21250, 60 months,0.1677,525.5,D,5.0,MORTGAGE,42500.0,VERIFIED - income,debt_consolidation,MO,19.93,0.0,891.8,2.0,7.0,0.0,18352,62.7,13.0,0
2500,2500, 36 months,0.1361,84.98,C,4.0,RENT,42000.0,VERIFIED - income source,debt_consolidation,WA,8.89,0.0,860.3666666666667,1.0,2.0,0.0,948,94.8,5.0,0
15000,15000, 36 months,0.1148,494.53,B,10.0,MORTGAGE,115000.0,not verified,debt_consolidation,NY,22.88,0.0,56.833333333333336,0.0,9.0,0.0,50282,10.9,25.0,0
3000,3000, 36 months,0.0579,90.99,A,10.0,RENT,120390.0,VERIFIED - income,major_purchase,MD,10.62,0.0,994.3,1.0,6.0,0.0,6936,60.3,29.0,0
7875,7875, 36 months,0.1199,261.53,B,10.0,MORTGAGE,55500.0,VERIFIED - income,debt_consolidation,FL,24.84,0.0,1121.1,2.0,18.0,0.0,13690,29.2,37.0,0
2500,2500, 36 months,0.1399,85.44,C,10.0,MORTGAGE,83000.0,not verified,major_purchase,NV,22.29,0.0,1055.1666666666667,1.0,15.0,0.0,48253,88.2,37.0,0
4500,4500, 36 months,0.138,153.37,C,3.0,OWN,48000.0,VERIFIED - income source,home_improvement,GA,12.93,1.0,976.0333333333333,2.0,6.0,0.0,11092,41.4,20.0,0
14000,14000, 36 months,0.1427,480.33,C,4.0,RENT,52800.0,not verified,debt_consolidation,CA,7.36,0.0,862.3333333333334,1.0,9.0,0.0,13378,70.8,14.0,0
9000,9000, 36 months,0.12869999999999998,302.7,C,0.0,RENT,98000.0,not verified,debt_consolidation,CA,8.49,0.0,940.5,0.0,5.0,0.0,8644,80.0,18.0,1
1000,1000, 36 months,0.0676,30.77,A,10.0,OWN,60000.0,not verified,home_improvement,NY,10.18,0.0,1135.3,1.0,21.0,0.0,17028,11.7,63.0,0
5000,5000, 36 months,0.16699999999999998,177.51,E,3.0,RENT,40900.0,VERIFIED - income,small_business,CA,20.39,0.0,945.6,0.0,13.0,0.0,5082,31.6,23.0,0
12000,12000, 36 months,0.0737,372.55,A,0.0,MORTGAGE,50004.0,not verified,car,FL,10.1,0.0,1071.4,0.0,14.0,0.0,56348,33.7,31.0,0
1200,1200, 36 months,0.1565,41.99,D,0.0,MORTGAGE,39996.0,not verified,other,PA,12.33,0.0,916.1333333333333,4.0,8.0,0.0,18641,96.6,17.0,0
15000,15000, 36 months,0.1065,488.6,B,9.0,MORTGAGE,85000.0,VERIFIED - income,small_business,OH,16.15,0.0,937.4666666666667,2.0,14.0,0.0,338,2.6,32.0,0
14725,14725, 36 months,0.1941,542.86,F,1.0,OWN,220000.0,VERIFIED - income,major_purchase,VA,2.14,1.0,940.5,2.0,11.0,0.0,82265,27.8,30.0,0
3000,3000, 36 months,0.0603,91.31,A,4.0,MORTGAGE,85000.0,not verified,debt_consolidation,SD,18.86,0.0,1126.2,0.0,10.0,0.0,8696,26.0,54.0,0
8000,8000, 36 months,0.0751,248.88,A,5.0,MORTGAGE,65000.0,not verified,debt_consolidation,MN,9.08,0.0,997.3,0.0,12.0,0.0,9250,21.7,25.0,0
9000,9000, 36 months,0.1112,295.17,B,0.0,OWN,63000.0,not verified,debt_consolidation,VA,17.64,0.0,1010.5,0.0,7.0,0.0,25596,46.5,14.0,0
4000,4000, 36 months,0.1099,130.95,B,10.0,MORTGAGE,130000.0,VERIFIED - income source,other,CA,24.67,0.0,1143.4,0.0,17.0,0.0,15865,35.2,30.0,0
18000,18000, 36 months,0.1039,584.12,B,3.0,MORTGAGE,205000.0,not verified,credit_card,GA,12.27,0.0,1009.4666666666667,2.0,13.0,0.0,77034,32.3,36.0,0
