loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,is_bad,loan_amnt_per_installment,income_to_interest_ratio
15000, 36 months,0.1059,B,65000.0,not verified,debt_consolidation,0.0,22.0,27.0,0,30.726371420377728,4.333333333333333
8000, 36 months,0.1025,B,60000.0,not verified,debt_consolidation,2.0,51.4,29.0,0,30.87849312953528,7.5
6750, 36 months,0.0599,A,41000.0,VERIFIED - income source,other,0.0,3.4,9.0,0,32.875511396843955,6.074074074074074
19000, 36 months,0.1409,D,58000.0,VERIFIED - income,debt_consolidation,0.0,32.6,18.0,0,29.22132849387121,3.0526315789473686
4000, 36 months,0.157,D,15600.0,not verified,debt_consolidation,0.0,91.8,7.0,0,28.56122813280971,3.9
17000, 60 months,0.11109999999999999,B,59000.0,not verified,other,0.0,6.8,17.0,0,45.876511226252155,3.4705882352941178
9000, 36 months,0.1253,C,91992.0,VERIFIED - income source,home_improvement,2.0,0.0,28.0,1,29.880478087649404,10.221333333333334
8500, 60 months,0.183,F,60000.0,VERIFIED - income source,car,2.0,94.4,10.0,1,39.12723255385748,7.0588235294117645
5000, 36 months,0.0699,A,45000.0,VERIFIED - income source,major_purchase,0.0,28.8,14.0,0,32.38971302714258,9.0
12000, 36 months,0.0751,A,92341.0,not verified,debt_consolidation,2.0,8.4,19.0,0,32.14400514304082,7.695083333333334
6400, 36 months,0.1629,D,29120.0,not verified,debt_consolidation,1.0,94.6,14.0,0,28.327358031248615,4.55
10600, 36 months,0.0579,A,75000.0,not verified,credit_card,0.0,52.9,27.0,0,32.97352785640962,7.0754716981132075
15000, 36 months,0.0788,A,90084.0,not verified,debt_consolidation,1.0,66.6,25.0,0,31.967946805336513,6.0056
5000, 36 months,0.13570000000000002,C,35520.0,not verified,major_purchase,0.0,46.6,7.0,0,29.437739181630853,7.104
2100, 36 months,0.09910000000000001,B,105000.0,not verified,debt_consolidation,0.0,78.7,25.0,1,31.028368794326237,50.0
8800, 60 months,0.203,E,135000.0,VERIFIED - income,vacation,1.0,88.2,24.0,0,37.507458869661576,15.340909090909092
18000, 36 months,0.079,A,56964.0,VERIFIED - income source,debt_consolidation,0.0,76.6,20.0,0,31.958524936526818,3.1646666666666667
10000, 36 months,0.1348,C,41300.0,not verified,debt_consolidation,0.0,74.2,16.0,0,29.476787030213707,4.13
6500, 36 months,0.0775,A,48000.0,not verified,debt_consolidation,3.0,8.9,43.0,0,32.029171183601065,7.384615384615385
4000, 36 months,0.0654,A,70000.0,not verified,other,3.0,24.9,11.0,0,32.60780957039211,17.5
5800, 60 months,0.19030000000000002,E,51300.0,VERIFIED - income,debt_consolidation,2.0,94.2,33.0,0,38.52284803400637,8.844827586206897
8200, 60 months,0.1677,D,42000.0,VERIFIED - income source,credit_card,1.0,90.0,8.0,1,40.437913009172505,5.121951219512195
17000, 36 months,0.1148,B,52500.0,not verified,debt_consolidation,0.0,41.3,20.0,0,30.331685906471353,3.088235294117647
6000, 36 months,0.09910000000000001,B,63000.0,VERIFIED - income,credit_card,2.0,85.0,21.0,0,31.031807602792863,10.5
35000, 60 months,0.2235,F,143000.0,VERIFIED - income,credit_card,2.0,82.3,20.0,0,35.94757816030566,4.085714285714285
11300, 36 months,0.0729,A,55000.0,VERIFIED - income,debt_consolidation,2.0,15.1,33.0,0,32.247017864277154,4.867256637168142
7000, 60 months,0.0999,B,40000.0,not verified,debt_consolidation,1.0,64.5,29.0,0,47.07464694014795,5.714285714285714
3000, 36 months,0.1074,B,35000.0,VERIFIED - income source,debt_consolidation,1.0,30.0,5.0,0,30.65917220235054,11.666666666666666
7600, 36 months,0.0599,A,57400.0,VERIFIED - income,credit_card,0.0,15.9,35.0,0,32.87481616056752,7.552631578947368
4000, 36 months,0.1348,C,115000.0,not verified,other,2.0,73.3,31.0,0,29.47678703021371,28.75
12000, 36 months,0.1148,B,57300.0,not verified,major_purchase,1.0,64.3,15.0,0,30.331370219649674,4.775
15000, 36 months,0.1472,C,54000.0,not verified,debt_consolidation,0.0,93.0,24.0,0,28.96144266599734,3.6
25000, 36 months,0.12869999999999998,C,46000.0,VERIFIED - income,debt_consolidation,2.0,88.4,13.0,0,29.732526194355575,1.84
12000, 36 months,0.0751,A,120000.0,not verified,medical,2.0,58.2,27.0,0,32.14314413521549,10.0
7500, 36 months,0.1427,C,38400.0,not verified,other,0.0,63.0,27.0,1,29.146587906109126,5.12
4800, 36 months,0.16,D,98000.0,not verified,debt_consolidation,0.0,97.2,18.0,0,28.44275894761792,20.416666666666668
3500, 36 months,0.12869999999999998,C,37000.0,not verified,other,3.0,73.1,12.0,0,29.731566428814137,10.571428571428571
12000, 36 months,0.10619999999999999,B,60000.0,not verified,other,0.0,62.7,19.0,0,30.71253071253071,5.0
10000, 36 months,0.1199,B,40000.0,not verified,major_purchase,0.0,15.9,9.0,0,30.111412225233362,4.0
11200, 36 months,0.0542,A,31200.0,VERIFIED - income,credit_card,0.0,11.2,19.0,0,33.15571343990527,2.7857142857142856
8000, 36 months,0.1496,D,42000.0,not verified,major_purchase,0.0,26.9,9.0,1,28.864193967383457,5.25
20000, 36 months,0.1739,E,45000.0,VERIFIED - income,small_business,0.0,3.8,8.0,0,27.89594811353651,2.25
16000, 60 months,0.0962,B,115000.0,not verified,debt_consolidation,0.0,22.2,18.0,1,65.21030322791,7.1875
7000, 36 months,0.1036,B,47000.0,VERIFIED - income source,debt_consolidation,0.0,22.6,13.0,0,30.828855809037258,6.714285714285714
20000, 36 months,0.1505,D,62700.0,VERIFIED - income,small_business,7.0,21.2,11.0,0,28.825504806652926,3.135
2000, 36 months,0.1322,C,55000.0,not verified,other,3.0,77.4,15.0,0,29.581422866439876,27.5
3000, 36 months,0.1065,B,48000.0,not verified,other,2.0,28.8,25.0,0,30.699959066721245,16.0
9125, 36 months,0.145,E,54150.0,not verified,debt_consolidation,1.0,71.9,19.0,0,29.051257561286214,5.934246575342466
25000, 36 months,0.17559999999999998,E,66504.0,VERIFIED - income,debt_consolidation,1.0,95.0,15.0,0,27.830036401687615,2.66016
3500, 36 months,0.1189,B,30000.0,not verified,credit_card,0.0,45.8,20.0,0,30.151619572708476,8.571428571428571
10000, 36 months,0.0692,A,48000.0,VERIFIED - income,small_business,1.0,2.8,47.0,0,32.424370156609704,4.8
3200, 60 months,0.1595,D,36000.0,VERIFIED - income source,moving,2.0,0.0,3.0,0,41.16285052739902,11.25
10500, 36 months,0.0729,A,35220.0,VERIFIED - income source,major_purchase,1.0,51.2,21.0,0,32.24716685605479,3.354285714285714
20000, 36 months,0.0654,A,49400.0,VERIFIED - income,credit_card,1.0,49.0,44.0,0,51.14958696708524,2.47
10000, 36 months,0.1242,B,55000.0,VERIFIED - income source,wedding,0.0,38.1,21.0,0,29.925784055542252,5.5
23500, 36 months,0.1426,C,64000.0,VERIFIED - income,debt_consolidation,1.0,84.4,17.0,0,29.149456083553503,2.723404255319149
2800, 36 months,0.1059,B,48956.0,VERIFIED - income source,moving,0.0,41.9,40.0,0,30.72533743004499,17.484285714285715
5000, 36 months,0.0542,A,55272.0,not verified,major_purchase,0.0,1.3,13.0,0,33.15649867374005,11.0544
5500, 36 months,0.1036,B,12000.0,not verified,medical,3.0,1.8,6.0,1,30.8278683930273,2.1818181818181817
16000, 36 months,0.1632,D,70000.0,not verified,debt_consolidation,1.0,59.5,21.0,0,28.316078223166095,4.375
1600, 36 months,0.1861,G,124200.0,not verified,other,0.0,98.1,38.0,0,27.425437092903667,77.625
4000, 36 months,0.0599,A,45600.0,not verified,credit_card,0.0,15.8,23.0,0,32.87581162159941,11.4
24000, 36 months,0.0654,A,95000.0,VERIFIED - income,debt_consolidation,0.0,47.5,22.0,0,53.78633378902311,3.9583333333333335
4500, 36 months,0.0542,A,25200.0,not verified,debt_consolidation,0.0,17.4,25.0,0,33.15649867374005,5.6
1800, 60 months,0.1427,C,92496.0,not verified,other,0.0,89.1,40.0,0,42.714760322733746,51.38666666666666
4600, 36 months,0.1099,B,45840.0,VERIFIED - income,debt_consolidation,0.0,56.9,33.0,0,30.548545623588787,9.965217391304348
35000, 60 months,0.20989999999999998,F,350000.0,VERIFIED - income source,home_improvement,0.0,43.4,30.0,0,36.97131026323573,10.0
5000, 36 months,0.0751,A,82150.0,VERIFIED - income,credit_card,0.0,49.0,19.0,0,32.14193880174852,16.43
20000, 36 months,0.1565,F,92000.0,not verified,small_business,1.0,56.4,7.0,0,28.58408723863425,4.6
12450, 36 months,0.1223,C,201400.0,VERIFIED - income source,debt_consolidation,0.0,92.3,13.0,0,30.007953915495676,16.176706827309236
20000, 36 months,0.1793,E,305000.0,VERIFIED - income,home_improvement,1.0,18.5,23.0,0,27.687409150688723,15.25
2400, 36 months,0.1435,C,43812.0,not verified,debt_consolidation,0.0,97.1,6.0,0,29.11208151382824,18.255
13000, 36 months,0.1435,C,36288.0,VERIFIED - income,small_business,1.0,56.2,15.0,1,29.1133854388283,2.7913846153846156
11000, 36 months,0.1311,C,33000.0,not verified,debt_consolidation,0.0,60.7,8.0,0,29.633620689655174,3.0
2000, 36 months,0.1149,B,56000.0,not verified,small_business,2.0,84.7,23.0,1,30.32600454890068,28.0
5800, 36 months,0.09910000000000001,B,25000.0,not verified,credit_card,0.0,65.0,7.0,0,31.03097747579049,4.310344827586207
5000, 36 months,0.0788,A,41000.0,not verified,debt_consolidation,0.0,31.5,16.0,1,31.96726552010741,8.2
6000, 36 months,0.1349,C,50460.8,not verified,debt_consolidation,1.0,42.6,8.0,0,29.47099562846898,8.410133333333334
11100, 60 months,0.15960000000000002,C,50000.0,VERIFIED - income,debt_consolidation,2.0,73.7,52.0,0,41.15684093437152,4.504504504504505
25000, 36 months,0.1565,D,67000.0,not verified,home_improvement,1.0,43.9,27.0,0,28.582534927857683,2.68
5000, 60 months,0.12990000000000002,C,32004.0,not verified,debt_consolidation,0.0,61.9,38.0,0,43.959908563390194,6.4008
8000, 36 months,0.138,C,95000.0,VERIFIED - income source,credit_card,1.0,74.4,22.0,0,29.341646799926647,11.875
6000, 36 months,0.1459,D,15000.0,not verified,major_purchase,0.0,0.0,6.0,1,29.014942695488177,2.5
13000, 36 months,0.0999,B,40000.0,VERIFIED - income source,debt_consolidation,0.0,58.7,19.0,1,30.99518382528253,3.076923076923077
15000, 60 months,0.1825,D,240000.0,VERIFIED - income source,home_improvement,0.0,57.0,34.0,0,39.169604386995694,16.0
12000, 60 months,0.12689999999999999,B,42000.0,VERIFIED - income,debt_consolidation,0.0,78.7,24.0,0,44.25757911042266,3.5
9200, 36 months,0.1261,D,95030.0,VERIFIED - income,other,7.0,40.5,38.0,0,29.844936092908586,10.329347826086957
4500, 36 months,0.1399,C,17600.0,VERIFIED - income source,other,2.0,40.3,18.0,1,29.26258291065158,3.911111111111111
12000, 36 months,0.12869999999999998,C,57720.0,not verified,debt_consolidation,1.0,70.1,16.0,0,29.732408325074328,4.81
8000, 36 months,0.1311,C,48000.0,not verified,credit_card,1.0,77.7,17.0,0,29.634019854793305,6.0
5000, 36 months,0.1562,D,55000.0,VERIFIED - income source,wedding,1.0,9.4,38.0,0,28.595939376608523,11.0
7000, 36 months,0.1484,D,72700.0,VERIFIED - income,credit_card,1.0,85.5,12.0,0,28.912477799347403,10.385714285714286
15000, 36 months,0.16,E,50000.0,VERIFIED - income source,small_business,1.0,98.6,17.0,1,28.443567961165048,3.3333333333333335
15000, 60 months,0.1743,E,61657.0,VERIFIED - income,debt_consolidation,0.0,84.7,12.0,0,39.86499056528557,4.1104666666666665
16000, 36 months,0.0603,A,143000.0,VERIFIED - income source,wedding,1.0,19.7,33.0,0,32.85623344353861,8.9375
8000, 36 months,0.1109,C,72000.0,not verified,car,0.0,95.1,8.0,1,30.504079920689392,9.0
22000, 36 months,0.1392,C,75000.0,not verified,credit_card,0.0,61.3,26.0,0,29.29349418124684,3.409090909090909
6000, 36 months,0.1349,C,60000.0,VERIFIED - income source,debt_consolidation,0.0,72.5,20.0,0,29.47099562846898,10.0
12800, 36 months,0.16820000000000002,E,110000.0,VERIFIED - income source,debt_consolidation,0.0,19.3,63.0,0,28.11889018255311,8.59375
30000, 60 months,0.15960000000000002,C,55000.0,VERIFIED - income,debt_consolidation,6.0,15.6,29.0,0,41.15734452813105,1.8333333333333333
12500, 36 months,0.0894,A,180952.0,not verified,home_improvement,2.0,0.4,28.0,1,31.474254060178776,14.47616
1800, 36 months,0.1323,C,40000.0,not verified,other,0.0,96.3,28.0,0,29.580936729663105,22.22222222222222
25000, 36 months,0.1527,C,100800.0,VERIFIED - income source,debt_consolidation,2.0,94.1,12.0,1,28.737283751939763,4.032
28000, 60 months,0.1929,E,123000.0,VERIFIED - income,credit_card,2.0,64.2,35.0,0,45.36029030585796,4.392857142857143
20000, 36 months,0.1336,D,131000.0,not verified,small_business,0.0,67.9,16.0,0,29.52639659855911,6.55
5500, 36 months,0.1323,C,24000.0,VERIFIED - income source,debt_consolidation,1.0,62.8,10.0,0,29.581025116979507,4.363636363636363
16000, 60 months,0.1727,D,60000.0,VERIFIED - income,credit_card,1.0,80.8,13.0,0,40.003000225016876,3.75
24000, 36 months,0.1496,D,66000.0,VERIFIED - income,credit_card,0.0,68.5,21.0,0,28.862805464691167,2.75
5000, 36 months,0.0863,A,31200.0,not verified,debt_consolidation,0.0,3.8,15.0,0,50.58680696074464,6.24
5100, 36 months,0.1075,B,60000.0,not verified,car,0.0,61.5,29.0,0,30.654565125924144,11.764705882352942
7200, 36 months,0.07490000000000001,A,26400.0,not verified,debt_consolidation,0.0,20.3,5.0,0,32.151469143520586,3.6666666666666665
6400, 36 months,0.09880000000000001,B,37850.0,not verified,house,1.0,35.8,5.0,0,31.045355323793352,5.9140625
9125, 36 months,0.0579,A,45000.0,VERIFIED - income,debt_consolidation,1.0,7.7,31.0,0,32.97318782973188,4.931506849315069
8000, 36 months,0.1322,C,28800.0,not verified,debt_consolidation,0.0,91.6,12.0,0,29.584704707666134,3.6
23675, 60 months,0.1677,D,41000.0,VERIFIED - income,debt_consolidation,1.0,62.5,32.0,0,40.43759714417477,1.7317845828933474
7500, 36 months,0.0579,A,83000.0,VERIFIED - income source,home_improvement,0.0,11.9,39.0,0,32.97283038776048,11.066666666666666
35000, 36 months,0.1677,D,395000.0,VERIFIED - income source,debt_consolidation,2.0,84.0,18.0,0,28.13844113036138,11.285714285714286
7000, 36 months,0.1074,B,26280.0,VERIFIED - income,credit_card,1.0,90.9,6.0,0,30.658724597056764,3.7542857142857144
12000, 60 months,0.1223,C,45000.0,not verified,debt_consolidation,0.0,56.3,24.0,0,44.71938585376761,3.75
16000, 36 months,0.1635,E,60000.0,not verified,debt_consolidation,1.0,45.4,45.0,0,28.30505776000849,3.75
25000, 60 months,0.1751,E,104004.0,VERIFIED - income,major_purchase,0.0,49.7,32.0,0,39.796243234638645,4.16016
24000, 60 months,0.0962,B,92341.0,VERIFIED - income,debt_consolidation,0.0,40.6,21.0,0,47.48150199817988,3.847541666666667
24100, 36 months,0.1183,B,140000.0,not verified,major_purchase,0.0,0.7,16.0,0,30.180456588982256,5.809128630705394
4000, 36 months,0.0676,A,46000.0,not verified,home_improvement,0.0,51.5,29.0,0,32.50182822783782,11.5
30000, 60 months,0.11710000000000001,B,63000.0,VERIFIED - income,credit_card,0.0,27.8,24.0,0,45.252281469190734,2.1
9600, 36 months,0.1387,D,110000.0,not verified,debt_consolidation,3.0,82.7,52.0,0,29.31297709923664,11.458333333333334
3250, 36 months,0.0775,A,36000.0,not verified,debt_consolidation,0.0,12.4,7.0,1,32.029171183601065,11.076923076923077
4000, 36 months,0.07139999999999999,A,78000.0,not verified,other,2.0,77.0,15.0,0,32.318009210632624,19.5
12000, 36 months,0.11710000000000001,B,50000.0,not verified,debt_consolidation,1.0,80.0,27.0,0,30.232792502267458,4.166666666666667
6000, 36 months,0.079,A,16000.0,VERIFIED - income source,house,2.0,1.7,7.0,0,31.957390146471372,2.6666666666666665
5000, 36 months,0.1075,B,26100.0,VERIFIED - income,major_purchase,3.0,38.8,32.0,0,30.654159769480717,5.22
8400, 36 months,0.0751,A,55704.0,not verified,home_improvement,3.0,46.7,14.0,0,32.142037192928754,6.631428571428572
6000, 36 months,0.12990000000000002,C,55000.0,VERIFIED - income source,home_improvement,1.0,80.3,24.0,0,29.682398337785695,9.166666666666666
6000, 36 months,0.079,A,49152.0,not verified,debt_consolidation,0.0,17.6,14.0,0,31.957390146471372,8.192
10000, 36 months,0.15990000000000001,D,52000.0,not verified,debt_consolidation,2.0,32.5,23.0,0,28.44707421841664,5.2
13000, 36 months,0.1398,C,55000.0,not verified,credit_card,2.0,76.2,33.0,0,29.26675521736194,4.230769230769231
23200, 36 months,0.079,A,65000.0,VERIFIED - income,debt_consolidation,0.0,47.0,34.0,0,31.95856406865581,2.8017241379310347
8400, 36 months,0.09630000000000001,B,28800.0,not verified,car,0.0,29.3,12.0,0,31.158425757631964,3.4285714285714284
8775, 36 months,0.0849,A,168000.0,not verified,home_improvement,0.0,53.9,14.0,0,31.682131638805643,19.145299145299145
17600, 60 months,0.1825,F,75000.0,VERIFIED - income,small_business,1.0,50.4,43.0,1,48.29327186916914,4.261363636363637
16000, 36 months,0.0849,A,74000.0,VERIFIED - income source,credit_card,0.0,42.4,34.0,0,31.682540939783372,4.625
5000, 36 months,0.0932,A,24000.0,not verified,educational,4.0,0.0,16.0,0,31.300863903843744,4.8
7500, 60 months,0.1306,C,38000.0,not verified,car,1.0,34.2,7.0,0,43.890449438202246,5.066666666666666
9500, 36 months,0.0692,A,52500.0,not verified,debt_consolidation,0.0,55.8,17.0,0,32.4243148230315,5.526315789473684
1500, 60 months,0.15990000000000001,D,12000.0,VERIFIED - income source,other,0.0,0.0,13.0,1,41.129695640252265,8.0
3200, 36 months,0.1348,C,30000.0,VERIFIED - income,debt_consolidation,0.0,16.1,17.0,0,29.476787030213707,9.375
2000, 36 months,0.13470000000000001,C,19632.0,not verified,other,1.0,72.0,7.0,0,29.47678703021371,9.816
5600, 36 months,0.0933,B,95000.0,not verified,small_business,1.0,21.8,1.0,0,31.295406281435117,16.964285714285715
7000, 36 months,0.0691,A,60000.0,VERIFIED - income source,credit_card,0.0,62.4,27.0,0,32.42842583155749,8.571428571428571
10000, 36 months,0.1632,E,48000.0,VERIFIED - income,debt_consolidation,0.0,97.5,27.0,1,28.317381208585832,4.8
6000, 36 months,0.1149,B,46000.0,not verified,debt_consolidation,1.0,49.6,29.0,0,30.329070413991808,7.666666666666667
25000, 60 months,0.138,C,105000.0,VERIFIED - income,wedding,3.0,66.6,33.0,1,43.16894598701478,4.2
4800, 36 months,0.1398,C,48279.6,not verified,other,0.0,61.1,6.0,0,29.26650813974758,10.05825
4000, 36 months,0.12869999999999998,C,18000.0,not verified,other,0.0,75.9,4.0,1,29.730935037906946,4.5
8400, 36 months,0.1349,C,42552.0,not verified,other,1.0,57.0,11.0,0,29.47161602694548,5.065714285714286
10000, 60 months,0.09630000000000001,B,30000.0,VERIFIED - income,home_improvement,0.0,14.2,19.0,0,47.46985664103295,3.0
5600, 36 months,0.10949999999999999,B,30000.0,VERIFIED - income,educational,3.0,5.4,11.0,1,30.56768558951965,5.357142857142857
11000, 36 months,0.145,E,48000.0,not verified,debt_consolidation,1.0,43.5,19.0,0,29.051341643777732,4.363636363636363
4800, 36 months,0.07139999999999999,A,32000.0,not verified,debt_consolidation,0.0,30.3,23.0,0,32.31887961217344,6.666666666666667
14400, 36 months,0.1427,C,108060.0,not verified,credit_card,2.0,60.4,31.0,0,29.14684748507236,7.504166666666666
28000, 60 months,0.1864,E,72000.0,VERIFIED - income,debt_consolidation,0.0,83.8,29.0,0,38.84518805233002,2.5714285714285716
35000, 60 months,0.1242,B,66000.0,VERIFIED - income,debt_consolidation,0.0,42.9,17.0,0,70.67994103273492,1.8857142857142857
35000, 60 months,0.1349,C,85000.0,VERIFIED - income,debt_consolidation,0.0,31.0,21.0,0,55.37448976363004,2.4285714285714284
21200, 36 months,0.09910000000000001,B,95000.0,VERIFIED - income,debt_consolidation,0.0,11.8,33.0,0,31.031807602792863,4.481132075471698
2875, 36 months,0.1199,B,40800.0,not verified,moving,1.0,92.4,6.0,1,30.111018014243818,14.191304347826087
6500, 36 months,0.1099,B,60000.0,not verified,debt_consolidation,0.0,52.7,18.0,0,30.54798383306702,9.23076923076923
13000, 36 months,0.1099,B,120000.0,VERIFIED - income source,major_purchase,0.0,37.9,21.0,0,30.548701680178592,9.23076923076923
6000, 36 months,0.1704,E,28800.0,not verified,other,1.0,95.3,7.0,0,28.03083391730904,4.8
4000, 36 months,0.0542,A,36000.0,VERIFIED - income source,debt_consolidation,0.0,29.7,20.0,0,33.15649867374005,9.0
5000, 60 months,0.17190000000000003,E,65000.0,VERIFIED - income,small_business,1.0,22.3,23.0,0,40.070524122455524,13.0
15000, 60 months,0.1528,D,70000.0,VERIFIED - income source,debt_consolidation,2.0,55.4,48.0,0,41.775747785885365,4.666666666666667
11200, 36 months,0.17489999999999997,D,55259.0,VERIFIED - income source,debt_consolidation,0.0,85.6,19.0,0,27.857231687601043,4.933839285714286
20000, 36 months,0.11359999999999999,B,61800.0,not verified,debt_consolidation,1.0,63.4,30.0,0,30.384516050620604,3.09
21600, 36 months,0.0654,A,58000.0,VERIFIED - income,debt_consolidation,0.0,65.7,21.0,0,53.05691336493822,2.685185185185185
9600, 36 months,0.0579,A,88000.0,VERIFIED - income,house,0.0,20.2,36.0,0,32.973827024799064,9.166666666666666
3000, 36 months,0.1075,B,32640.0,VERIFIED - income source,debt_consolidation,0.0,5.6,24.0,0,30.652906917339326,10.88
5000, 60 months,0.16449999999999998,E,48000.0,VERIFIED - income,debt_consolidation,0.0,95.8,12.0,0,40.71992833292613,9.6
15000, 60 months,0.1361,C,72000.0,VERIFIED - income,debt_consolidation,0.0,80.3,21.0,0,43.35260115606936,4.8
7000, 36 months,0.12990000000000002,C,175000.0,not verified,home_improvement,0.0,76.6,17.0,0,29.682398337785692,25.0
25000, 36 months,0.1075,B,85000.0,VERIFIED - income,debt_consolidation,0.0,45.8,16.0,0,30.655287423974887,3.4
15000, 36 months,0.1242,B,32000.0,VERIFIED - income,debt_consolidation,0.0,45.9,30.0,0,29.926381102487877,2.1333333333333333
7200, 36 months,0.1253,C,50000.0,not verified,small_business,5.0,14.4,36.0,0,29.8804780876494,6.944444444444445
5000, 36 months,0.1465,C,38400.0,VERIFIED - income source,debt_consolidation,1.0,95.7,19.0,0,28.98886827458256,7.68
25000, 36 months,0.079,A,200000.0,VERIFIED - income source,home_improvement,3.0,0.0,14.0,0,31.958683813565823,8.0
10000, 36 months,0.09880000000000001,B,60000.0,VERIFIED - income,debt_consolidation,0.0,55.4,27.0,0,31.045295085529787,6.0
16000, 60 months,0.1689,D,31200.0,VERIFIED - income source,debt_consolidation,1.0,75.8,15.0,0,40.3327451474666,1.95
15000, 36 months,0.0617,A,40000.0,VERIFIED - income source,debt_consolidation,0.0,0.0,27.0,0,53.74995520837066,2.6666666666666665
14000, 60 months,0.1186,B,218000.0,VERIFIED - income,major_purchase,0.0,35.6,16.0,0,45.097281278185804,15.571428571428571
5000, 36 months,0.09910000000000001,B,37516.8,VERIFIED - income source,debt_consolidation,0.0,79.4,14.0,1,31.030844659591637,7.503360000000001
24000, 36 months,0.1099,B,65000.0,VERIFIED - income,debt_consolidation,0.0,67.6,46.0,0,30.549120439907334,2.7083333333333335
3150, 36 months,0.1527,C,53000.0,VERIFIED - income source,vacation,3.0,28.2,10.0,0,28.735632183908045,16.825396825396826
9250, 36 months,0.0774,A,67000.0,not verified,debt_consolidation,1.0,16.7,28.0,1,32.031304106932616,7.243243243243243
7000, 36 months,0.1099,B,30000.0,not verified,debt_consolidation,0.0,43.1,6.0,1,30.549009339268572,4.285714285714286
7000, 60 months,0.17190000000000003,E,57000.0,VERIFIED - income,medical,2.0,91.2,11.0,0,40.07098288396588,8.142857142857142
8000, 36 months,0.079,A,155000.0,VERIFIED - income source,debt_consolidation,1.0,25.6,36.0,0,31.957815683298044,19.375
7000, 60 months,0.1,B,84000.0,not verified,home_improvement,0.0,63.0,23.0,0,47.06515161702414,12.0
16000, 36 months,0.1348,C,60000.0,not verified,debt_consolidation,4.0,81.0,7.0,0,29.477330090827024,3.75
6800, 36 months,0.0751,A,60000.0,VERIFIED - income source,small_business,0.0,16.1,21.0,0,32.14218188693515,8.823529411764707
12000, 36 months,0.10369999999999999,B,50000.0,not verified,credit_card,0.0,35.7,27.0,0,30.824556896994604,4.166666666666667
5500, 36 months,0.0751,A,54996.0,not verified,other,4.0,30.1,25.0,0,32.14306586406405,9.999272727272727
3600, 36 months,0.11359999999999999,B,50000.0,not verified,moving,0.0,53.1,20.0,0,30.38487508440243,13.88888888888889
6000, 36 months,0.1209,C,82656.0,VERIFIED - income,other,0.0,87.1,34.0,0,30.06765221748935,13.776
6000, 36 months,0.08,A,60000.0,not verified,wedding,0.0,16.4,9.0,0,31.911498776725878,10.0
8500, 36 months,0.0579,A,66200.0,not verified,debt_consolidation,0.0,22.1,17.0,0,32.97385367367523,7.788235294117647
17000, 36 months,0.1025,B,83000.0,not verified,home_improvement,0.0,43.1,23.0,0,30.878212696394517,4.882352941176471
5000, 36 months,0.0894,A,25000.0,not verified,debt_consolidation,1.0,47.5,15.0,1,31.474254060178772,5.0
8500, 36 months,0.1059,B,49000.0,not verified,debt_consolidation,0.0,84.8,22.0,0,30.72585309427415,5.764705882352941
7950, 60 months,0.11109999999999999,B,30000.0,not verified,debt_consolidation,1.0,13.8,42.0,0,45.87685382884183,3.7735849056603774
3000, 36 months,0.092,B,40000.0,not verified,other,1.0,64.5,3.0,0,31.354515050167223,13.333333333333334
4000, 36 months,0.0579,A,70000.0,VERIFIED - income source,other,2.0,3.5,42.0,0,32.9733740004946,17.5
11500, 60 months,0.1632,D,37000.0,not verified,credit_card,0.0,92.7,8.0,0,40.835167956821245,3.217391304347826
8450, 36 months,0.10619999999999999,B,38500.0,not verified,debt_consolidation,0.0,93.7,6.0,0,30.712753970850144,4.556213017751479
8400, 36 months,0.0579,A,52000.0,VERIFIED - income source,debt_consolidation,0.0,19.7,25.0,0,45.4054054054054,6.190476190476191
2500, 36 months,0.10369999999999999,B,36500.0,VERIFIED - income source,home_improvement,0.0,33.7,29.0,0,30.822340032055234,14.6
15000, 60 months,0.12990000000000002,C,132000.0,VERIFIED - income,credit_card,1.0,84.9,16.0,0,43.95990856339019,8.8
5000, 36 months,0.16449999999999998,E,43000.0,VERIFIED - income,major_purchase,0.0,21.2,5.0,1,28.26455624646693,8.6
10000, 36 months,0.11410000000000001,C,78504.0,not verified,debt_consolidation,3.0,27.6,29.0,0,30.36375781866764,7.8504
20000, 36 months,0.133,D,50000.0,not verified,debt_consolidation,2.0,71.8,29.0,0,29.551700700375306,2.5
35000, 60 months,0.1677,E,87000.0,VERIFIED - income,debt_consolidation,1.0,0.0,29.0,0,40.43811812551992,2.4857142857142858
12000, 36 months,0.1099,B,84000.0,not verified,debt_consolidation,0.0,63.2,22.0,0,30.549120439907334,7.0
4000, 36 months,0.1112,B,34200.0,not verified,debt_consolidation,1.0,62.6,11.0,0,30.49012882079427,8.55
6000, 36 months,0.0849,A,70000.0,VERIFIED - income source,moving,0.0,0.0,28.0,0,31.682331819621925,11.666666666666666
10100, 36 months,0.1355,D,29136.0,not verified,debt_consolidation,1.0,65.3,20.0,1,29.44606413994169,2.8847524752475247
6000, 36 months,0.13849999999999998,C,38400.0,not verified,other,5.0,50.1,13.0,0,29.321213898255387,6.4
8000, 36 months,0.1059,B,26400.0,VERIFIED - income source,debt_consolidation,3.0,34.5,27.0,1,30.72668612690121,3.3
