loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
10100,10100, 36 months,13.55%,343,D,D4,Wackenhut Security,< 1 year,RENT,29136,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=246276,I am seeking an amount that will cover my current credit card debt and convert many payments into one.,debt_consolidation,Debt cosilidation,891xx,NV,15.82,0,5/1/98,1,0,89,9,1,18485,65.3,20,f,NA,1,1
6000,6000, 36 months,13.85%,204.63,C,C4,Rush Health Systems,2 years,RENT,38400,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=499603,  Borrower added on 03/29/10 > Simply a loan to pay my tuition in advance and use the employer reimbursement for other much needed uses.<br/> Borrower added on 03/30/10 > Forgot to answer a question by a fellow investor. Much needed uses pertain to much needed maintenance on the car I used throughout school Rather than using my pre-approved loan of 17K I would much rather replace a few parts on a 1993 Lexus. The reward of a new car may come after my next degree! As a treat to myself! :-) Thank you again!<br/>,other,ADN-RN to RN-BSN loan :-),608xx,IL,13.59,0,7/1/05,5,NA,NA,11,0,7963,50.1,13,f,NA,1,0
8000,8000, 36 months,10.59%,260.36,B,B2,Industrial Resin Recycling,< 1 year,RENT,26400,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=854486,  Borrower added on 08/20/11 > I want to use this loan to consolidate my other bills into one easy monthly payment.  I have a steady fulltime job so payback will not be a problem.<br/>,debt_consolidation,My off many bills for one bill loan,484xx,MI,16.41,0,2/1/02,3,NA,NA,13,0,11672,34.5,27,f,NA,1,1
24000,24000, 36 months,17.56%,862.36,E,E4,nation auto house,2 years,RENT,55000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=488733,"  Borrower added on 02/24/10 > consolidating my debts and putting excess funds towards building my low budget home business.<br/> Borrower added on 02/26/10 > I plan to consolidate my revolving debts/loans to one easy payment with a fixed rate/year, to achieve my goal of pay ing off my debt within the 3 years.in the process of doing so i will be using the excess funds  toward my home business ive planned for the past two years.i have stable income  working w/ an auto brokerage that through these tough economic times i am still bringing income to be able to pay for this loan and keep my budget maintained and balance. I have plans on how much funds will be placed aside for emergency and making sure to manage my funds on a daily basis.<br/>",debt_consolidation,building for the future,928xx,CA,12.63,0,9/1/01,0,NA,NA,12,0,8154,55.8,20,f,NA,1,0
3500,3500, 36 months,16.07%,123.18,D,D5,Peaberry's Cafe,2 years,RENT,15600,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=494685,"  Borrower added on 03/15/10 > After saving up for two years to buy my first car and move into my first apartment I was able to do both earlier this year. Unfortunately, my joy was shortlived when all the furniture I was supposed to inherit from my older brother was lost in a fire a week after I moved in. Luckily my brother is unharmed but unfortunately I have no furniture. I sleep on an air mattress and use milk crates for seating. Being an assistant manager with my company for over two years I am no trouble of losing my job or even getting my hours reduced. In funding this loan you will enable me to purchase a bed and a few necessary items. Paying off this loan is not a problem and will be done faster than 36 months by paying more than the minimum each month.<br/>",major_purchase,Furnishing First Apartment,060xx,CT,3.62,0,7/1/06,1,NA,NA,3,0,1438,59.9,5,f,NA,1,0
3000,3000, 36 months,17.93%,108.36,E,E5,ASUCLA,5 years,RENT,42000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495105,Counter offer loan for car engine,other,3K Loan,902xx,CA,10.37,0,2/1/96,0,69,63,3,1,480,96,10,f,NA,1,0
8000,8000, 36 months,12.53%,267.74,B,B5,Tiffany & Company UK,3 years,RENT,30000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=441717,"I am an American citizen with excellent American credit, bank accounts and credit cards in the USA. However I live in the United Kingdom and am looking for a loan to consolidate some major purchases (relocation is expensive), but as I have not been here very long I do not have the credit to qualify for UK loans. I am therefore looking for an American loan to be paid in to and out of my American checking account.   I would like to pay a standard monthly rate direct my from account as a standing order, and also have the flexibility to pay off the loan in full should I have the opportunity without major repercussion.",debt_consolidation,Help from Abroad,073xx,NJ,9.8,1,5/1/02,1,19,NA,5,0,5934,39.8,8,f,NA,1,0
9600,9600, 36 months,12.23%,319.92,C,C1,advantage sales and marketing,3 years,OWN,48000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=643968,  Borrower added on 01/03/11 > i am a merchandiser that services kmarts walmarts grocery stores i do resets and what ever the vendors need accomplished i work with marketforce also as a mystery shopper/i do not have any late payments so i do not see what deliquency you are refering to my bills are payed in advance my phone is plus 140.00/all credit cards are paid every 2 weeks 100.00 so i dont see how there is a blemish on my credit/and yes i hold the title but that is not the collateral/i have coins that i would use not my home /i was looking to have the loan to accomplish improvements to home<br/> Borrower added on 01/03/11 > my income can be verified by bank statements income is auto payed<br/>,debt_consolidation,Home_Improvements,850xx,AZ,5.7,1,8/1/88,0,10,90,8,1,5298,35.1,23,f,NA,1,0
18000,15050, 60 months,15.96%,365.67,C,C5,State of NC ITS,6 years,MORTGAGE,91000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1064985,  Borrower added on 12/12/11 > I will be using this loan to pay off two credit cards. A Visa card that has a balance of $15.5K and an interest rate at 20.3%. The other is a retail credit card with a balance of $2.5K and at 24.4% interest. When these cards are paid off they will be cancelled. The loan will also lower my monthly payments for these debts. I am an excellent borrower and have had a loan with Lending Club for one year and been on time for all 12 payments. I have never been late on a payment of any kind in my life. I have a stable job in state government and have been in the position for over 6 years. I should be considered a very low risk borrower. <br>,credit_card,Credit Card Payoff,243xx,VA,23.41,0,3/1/84,2,NA,NA,13,0,46957,67,38,f,NA,1,0
12000,12000, 36 months,17.27%,429.45,D,D3,Ultimo Software Solutions Inc,2 years,RENT,95000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062253,  Borrower added on 12/08/11 > Putting all the credit card debt @ one place to have proper plan for payment of all debt with one payment avoiding the minimum payment trap. This will also help us to meet our financial goals.<br><br> Borrower added on 12/08/11 > I have a pretty stable job with my company and have been high performer till now. I have plan to pay our most of credit card loans thru it. I have never defalted on any payment and have paid off whatever is required to all the banks. As Credit card payments will not be there we will just redirect that to pay this loan. This will help us to think in terms of one loan only. This will also help us to get better credit score due to lower revolving credit loans. Thanks a lot for help...<br>,debt_consolidation,Debt At One Place,303xx,GA,11.1,0,3/1/06,1,NA,NA,9,0,15037,88.5,19,f,NA,1,0
7000,7000, 36 months,6.76%,215.39,A,A2,"Holcim US, Inc.",10+ years,MORTGAGE,120000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=497240,  Borrower added on 03/22/10 > This money will be used to purchase a used motorcycle in excellent condition. <br/>My credit score is in the upper 700 area making the risk less than 2%.<br/>My career skills are not locked into one area and makes my job stable and assured. <br/>I would like to start riding in order to improve my work/life balance.<br/>,major_purchase,Life Improvement Loan,481xx,MI,9.23,1,2/1/86,0,23,NA,16,0,45702,5.3,37,f,NA,1,0
6000,6000, 36 months,7.88%,187.69,A,A5,,1 year,MORTGAGE,48000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495802,,other,Dynamic Executive,320xx,FL,1.45,0,1/1/85,0,NA,NA,5,0,694,53.4,11,f,NA,1,0
19000,19000, 36 months,6.99%,586.58,A,A3,,n/a,MORTGAGE,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=874395,,credit_card,CC payoff,554xx,MN,17.68,0,10/1/93,0,NA,NA,13,0,43117,46.4,31,f,NA,1,1
7000,7000, 36 months,10.99%,229.15,B,B4,Tampa General Hospital,1 year,RENT,37200,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495597,  Borrower added on 03/16/10 > I'm using this loan to consolidate my credit cards which have 23-25% interest rates.  I have a secure full time job working as a nurse and I have never been late on a payment.  I have a car that I own outright.  Thank you in advance.<br/> Borrower added on 03/16/10 > I'm using this loan to consolidate my credit card debt.  The interest rates are between 23-25%.  I have a secure and stable job as an RN and have always made payments on time.  I own my car out-right.  Thank you in advance!<br/>,credit_card,Debt Consolidation,336xx,FL,8.77,0,7/1/05,0,NA,NA,6,0,9945,55.2,8,f,NA,1,0
3000,3000, 36 months,12.99%,101.07,C,C1,,n/a,OWN,57600,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=793772,  Borrower added on 06/23/11 > I have several home repairs that have been neglected because I just haven't had the money.  I have been able to do small repairs but that is about it.  My roof is leaking and I have been told I need a new roof.<br/>,home_improvement,Looking for home repair loan,018xx,MA,3.65,1,1/1/89,0,14,NA,10,0,2670,11.7,17,f,NA,1,1
3000,3000, 36 months,10.99%,98.21,B,B4,BAE Systems,2 years,MORTGAGE,54900,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=487918,,home_improvement,Home Project,174xx,PA,15.5,0,11/1/97,2,31,86,20,1,2754,40.5,34,f,NA,1,0
1500,1500, 36 months,9.63%,48.15,A,A5,Tom King,2 years,MORTGAGE,24000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=393419, I am currently looking for a loan  to pay for a class that i need to take to continue in the profession I am trying to pursue.,educational,school,065xx,CT,9.8,0,11/1/04,0,NA,NA,7,0,0,0,8,f,NA,1,0
23600,21025, 60 months,15.23%,502.73,C,C5,US ARMY,9 years,RENT,47220,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=810054,"  Borrower added on 06/22/11 > Our business is expanding, and at the moment we do not have the space to support the increase in demand for more inventory. The funds will be an extension to the bridge of capital on-hand to assist in expanding our business and making necessary purchases and upgrades that will not only improve the effectiveness and efficiency of our internal operations, but also greatly enhance the customers' overall shopping experience. We will use the funds for the following: A cash register with robust storage and automation capabilities; more shelving for the larger storage room; a larger company sign, advertisement in adjacent communities, small customer and employee incentives, inventory scanners, aesthetic details and upgrades that appeal to the senses of our customers, a larger retail space. What makes me a good borrower is my history with the Lending Club as well as my credit score. We obtained some funding when we opened the doors to our company last year. In just a short amount of time we were able to pay that loan off in full. I am in the U.S. Army so my income is more than stable. I earn a comfortable salary, and I have a little more than 10 years until I retire. My business partner and I are not fans of debt. We barely have any. I have a cell phone bill, and car insurance payments. I receive a housing stipend so my rent, food, and utilities are paid by the military. My best friend and business partner has a cell phone bill, drives a scooter (paid for with cash and has a $20 per month insurance bill), and is pursuing his MBA. He is totally immersed in the world of business and believes in providing for the business first. So other than books for school and maybe an occassional quick bite from a restaurant his debt is minimal as well. We whole-heartedly believe in living well below our means. Our life is our company, and we enjoy the sweat we put into it while watching it grow. We see no need in going through banks to apply for business loans with minimums of $50,000-$150,000. Those amounts do not match the steady and calculated pace of our business. After Lending Club was featured on CNBC earlier this year, my partner and I knew we were in the among great company, and chose to come back to where we started for capital supplementation.<br/>",small_business,Expansion,735xx,OK,0,0,4/1/02,2,NA,NA,2,0,0,0,18,f,NA,1,0
20000,20000, 60 months,10.99%,434.75,B,B3,UC Davis,10+ years,MORTGAGE,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=813562,"  Borrower added on 08/03/11 > Purpose of the loan is to pay off a high interest rate credit card balance that I racked up as a cash-advance because of a personal emergency.<br/>My job is very stable. I have worked at the same place for over 20 years and my performance evaluations from my supervisors have always been extremely good. I am a hard working dependable employee . It is unlikely that anyone where I work at would be laid off because of economic conditions. Even in that extremely unlikely event, I have excellent job security because of my good work ethic, seniority, and performance.<br/>I am a good borrower because I have a stable job and I pay back all of my loans. Currently, I have no other expenses beside a mortgage and living expenses like food, gas, household essentials and such.<br/>",other,Other Loan,957xx,CA,3.08,0,10/1/94,0,NA,NA,5,0,1397,2.6,6,f,NA,1,0
12000,12000, 60 months,16.89%,297.53,D,D4,"Marschel Wrecking, Inc.",6 years,MORTGAGE,38400,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=819721,,debt_consolidation,debt consolidation,620xx,IL,13.81,0,6/1/01,3,NA,NA,10,0,4922,25.9,18,f,NA,1,0
8000,8000, 60 months,13.98%,186.07,C,C3,Western Riverside Council of Governments,4 years,RENT,33600,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=523986,  Borrower added on 05/31/10 > Credit Card debt pay off and purchase of a complete bedroom set<br/>,major_purchase,Summer 2010,928xx,CA,9.25,0,8/1/04,0,NA,NA,9,0,5964,56.3,10,f,NA,1,1
6850,6850, 60 months,19.03%,177.81,E,E2,athletic fields of america,2 years,RENT,54000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1023842,  Borrower added on 11/13/11 > this will allow me to pay off all other debt and have one payment each month instead of paying 9 diffrent accounts each month which cost me over 1000 each month so now im not preasured to worrie so much. thank you lending club there when nobody eles is<br>,debt_consolidation,to pay off debt,114xx,NY,6.47,0,11/1/05,0,NA,NA,9,0,9041,77.9,11,f,NA,1,1
12000,12000, 36 months,13.16%,405.25,C,C3,Radiant Systems,< 1 year,RENT,34000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=371505,"The purpose of the loan is for Debt Consolidation, some of my cards rates are going up and I would like to consolidate them into one easy payment at a lower rate. I would also like to note that I have never been late on any kind of loan payment.",debt_consolidation,Debt Consolidation,926xx,CA,19.55,0,3/1/02,0,NA,NA,9,0,23806,76.1,11,f,NA,1,0
35000,29575, 60 months,20.48%,791.48,G,G2,"MJ Mortgage & Tax Services, Inc.",4 years,OWN,125000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=694714,,small_business,Small Business Loan,153xx,PA,22.3,2,10/1/91,0,5,NA,13,0,104304,45.2,30,f,NA,1,1
9600,9600, 36 months,13.92%,327.72,C,C4,AVX Corporation,4 years,MORTGAGE,65000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=457201," 568207 added on 11/04/09 > Loan will be used to pay off to credit card balances and add hard wood flooring to my home.  The balance will be paid next June at the latest.  I just plan to move before that and want to clean up my credit cards and add value to my home before moving.  My work stability is very good, we are growing in my department and I am our US plastics expert.<br/>",debt_consolidation,Yankees,295xx,SC,13.51,0,10/1/95,4,44,104,5,1,4433,33.3,15,f,NA,1,0
1500,1500, 36 months,15.99%,52.73,D,D2,Cloverleaf Cold Storage,< 1 year,MORTGAGE,39600,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=846044,,other,My loan1,276xx,NC,2.64,0,11/1/02,1,58,NA,4,0,3865,82.2,20,f,NA,1,0
20000,12575, 60 months,9.62%,264.84,B,B3,Microchip Technologies,7 years,MORTGAGE,82000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=606969,,debt_consolidation,Credit Card Consolodate,986xx,WA,13.19,0,12/1/92,1,NA,NA,8,0,31729,60.3,32,f,NA,1,0
35000,35000, 60 months,20.89%,944.71,F,F1,Optum Insight,9 years,MORTGAGE,127000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=966528,,debt_consolidation,Consolidate cc,020xx,MA,14.44,1,1/1/96,0,1,NA,14,0,48782,82.7,35,f,NA,1,0
12000,12000, 36 months,7.88%,375.38,A,A5,Wal-Mart,10+ years,RENT,55500,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=553867,,major_purchase,2005 Harley Davidson Road Glide,432xx,OH,0,0,10/1/98,1,NA,NA,5,0,0,0,15,f,NA,1,0
10000,10000, 36 months,13.61%,339.89,C,C2,Pierce County Library System,10+ years,MORTGAGE,59650,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=538955,,debt_consolidation,Pay off accounts,984xx,WA,9.17,0,10/1/95,0,41,109,4,1,5054,82.5,21,f,NA,1,0
3600,3600, 36 months,5.99%,109.51,A,A2,Collision Centers of NH,5 years,MORTGAGE,50000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=842968,  Borrower added on 08/08/11 > Flooring for upstairs rooms<br/>,home_improvement,Home Improvement,030xx,NH,13.25,0,1/1/98,0,NA,NA,15,0,521,0.9,47,f,NA,1,0
25000,25000, 60 months,12.68%,564.74,C,C1,bank of new york mellon,7 years,MORTGAGE,117996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=721084,,home_improvement,Mick Bathroom Loan,117xx,NY,7.26,0,9/1/81,0,40,NA,4,0,23800,45.8,14,f,NA,1,1
15000,15000, 36 months,7.88%,469.22,A,A5,NY SportsMed and Physical Therapy,< 1 year,RENT,40000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=577584,,medical,Surgery,111xx,NY,0.45,0,3/1/98,0,NA,NA,6,0,196,0.5,9,f,NA,1,0
6000,6000, 36 months,7.49%,186.61,A,A4,ACM,10+ years,RENT,41124,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=839801,  Borrower added on 08/04/11 > Once I've received my funds I will contact my creditors and see what one time payment offer they give me to pay off each card. I am always on time with my payments and can make more than the minimum payment. My monthly budget allows for me to pay extra than the minimum. I have been at my current job for 10yrs now and see my self here for many more to come.<br/>,debt_consolidation,Debt Consolidation Loan,112xx,NY,16.95,0,5/1/98,0,NA,NA,10,0,9793,65.3,24,f,NA,1,0
14000,14000, 36 months,6.03%,426.1,A,A1,Dillard's Inc.,8 years,MORTGAGE,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=982991,  Borrower added on 10/08/11 > We are looking to consolidate some debt into one simple monthly payment.<br/>,debt_consolidation,Debt Consolidation Loan,720xx,AR,13.57,0,3/1/03,0,NA,NA,16,0,11273,20.5,29,f,NA,1,0
15000,15000, 36 months,11.71%,496.14,B,B3,Sony Music Entertainment,7 years,RENT,74000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1037354,,debt_consolidation,Debt Consolidation Loan,100xx,NY,15.97,0,3/1/01,0,NA,NA,7,0,13132,56.6,14,f,NA,1,0
7000,7000, 36 months,10.65%,228.02,B,B2,Miller & Wright Architects,3 years,RENT,52000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052370,  Borrower added on 12/12/11 > Debt consolidation.<br><br> Borrower added on 12/12/11 > The loan is to pay off high interest credit cards.<br>I have had a stable job for 3+ years and I'm looking to maintain and improve my good credit.<br>,other,Debt Consolidation,085xx,NY,18.16,0,6/1/03,0,57,NA,11,0,4170,94.8,13,f,NA,1,0
18000,18000, 36 months,7.90%,563.23,A,A4,State of California - Secretary of State,10+ years,MORTGAGE,72000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=863895,"  Borrower added on 12/05/11 > Consolidation of remaining consumer credit debt into favorable rate, one payment, and to achieve goal of paying off consumer credit debt in three years (amortization).<br>",debt_consolidation,Debt Free 36,958xx,CA,15.05,0,7/1/95,0,NA,NA,9,0,18378,69.4,21,f,NA,1,0
7500,7500, 60 months,11.86%,166.31,B,B5,Specialty Transportation,1 year,RENT,35004,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=588949,Borrower added on 09/19/10 > job is very stable. plan to make major purchases appliances. car. Monthly budget is 600.00<br/> Borrower added on 09/19/10 > The same as above<br/> Borrower added on 09/28/10 > same as above<br/> Borrower added on 09/30/10 > Thank you for your consideration.<br/>,major_purchase,personal,060xx,CT,10.32,4,5/1/91,0,7,NA,6,0,0,0,12,f,NA,1,0
24250,24250, 36 months,11.36%,798.1,B,B5,State of Wisconsin-DOC,10+ years,MORTGAGE,77052,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=514473,"  Borrower added on 05/10/10 > This loan will be used for debt consolidation.  I have an EXCELLENT credit score and have worked for the State of Wisconsin for 16 1/2 years.  I am currently a Section Chief for the Department of Corrections, and since I am in Corrections, I will have a job.<br/> Borrower added on 05/18/10 > We do have equity in our house and still have a mortgage.<br/>",debt_consolidation,Debt Consolidation,532xx,WI,11.23,0,2/1/94,1,NA,NA,14,0,19225,34,48,f,NA,1,0
12500,12500, 60 months,16.77%,309.12,D,D2,Bodywaves,6 years,RENT,35000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031255,  Borrower added on 11/26/11 > I will use the loan to consolidate my creditcard debt to pay higher interest currently I have.  I have a stable job over 5 years and my budget is under control.<br>,debt_consolidation,Personal Loan,928xx,CA,19.95,0,8/1/98,1,44,NA,10,0,17657,71.4,23,f,NA,1,1
12000,12000, 36 months,16.77%,426.47,D,D2,CVS/pharmacy,7 years,MORTGAGE,60000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=895589,,debt_consolidation,Debt Consolidation Loan ,786xx,TX,0.52,0,11/1/04,2,74,NA,11,0,12045,0.46,19,f,NA,1,0
10000,10000, 36 months,10.65%,325.74,B,B2,Kendall Regional Medical Center,1 year,RENT,26000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060481,,debt_consolidation,Debt Consolidation Loan,331xx,FL,9.78,0,12/1/06,1,NA,NA,8,0,5424,61,12,f,NA,1,0
10000,10000, 36 months,9.63%,320.95,A,A5,Havertys Furniture,9 years,MORTGAGE,60000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=384576,"I want to pay off a few credit cards and only have mortage and this loan as a monthly payment. I plan to pay off Discover $7500,wifes citi bank $ 3000.00",debt_consolidation,Debt Consoliation loan,310xx,GA,9.44,0,11/1/94,1,NA,NA,5,0,23186,61.5,14,f,NA,1,1
4800,4800, 36 months,13.49%,162.87,C,C2,Intellitrex,1 year,OWN,65000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=859907,,moving,Moving Expenses,309xx,GA,5.11,0,12/1/02,0,24,NA,9,0,6505,82.3,16,f,NA,1,0
14500,14500, 36 months,12.53%,485.27,B,B5,Willow Valley Retirement Communities,10+ years,RENT,28000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=465669," 584439 added on 12/04/09 > I plan on using the loan to simplify all my bills to make budgeting for school much easier. Other than the bills I have to consolidate, I have few other expenditures. I don't have rent to pay and I've been at my current employer for over 15 years. <br/><br/>I take home about 1600.00 a month<br/><br/>Cell phone- 100.00<br/>Car Insurance- 60.00<br/>Gas and other basics 200.00<br/>Car is paid off and don't pay rent.<br/><br/>So that leaves me with about 1200 per month between the loan and saving for school.<br/>",debt_consolidation,Simplifying life to focus more on school,176xx,PA,15.13,0,11/1/96,0,NA,NA,3,0,11423,68.4,13,f,NA,1,0
8000,8000, 36 months,8.59%,252.89,A,A4,Fidelity Investments,4 years,MORTGAGE,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=459778, 573373 added on 11/12/09 > Just looking for one bill rather than two... Tired of playing the move to the 0% credit card game. It just does not work.<br/> 573373 added on 11/13/09 > Perfect credit. Never late on a payment. Just doing away with Credit Cards...<br/>,debt_consolidation,consolidate,028xx,RI,15.36,0,6/1/81,0,NA,NA,15,0,10624,19,33,f,NA,1,0
18250,18250, 60 months,21.22%,495.99,G,G4,Monroe Medi Trans,10+ years,MORTGAGE,180000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=661258,  Borrower added on 02/05/11 > This is a mobile pet grooming franchise.  I would be operating this while I continue to work at my current position as VP of an ambulance transportation company.<br/> Borrower added on 02/05/11 > I have been with my current business for 35 years and I am looking to invest in my passion.  I love animals and I spent the last 2 years learning how to groom dogs and mobile pet grooming is a great service to pet owners.  Many people are investing in their pets and treating them as the valued members of their family.  People are busy and mobile grooming allows the luxury of having someone come to you to groom your pet.  The pet is not stressed and left in a strange place all day.  There are mom and pop mobiles but the franchise offers the experience and opportunity to get up and running quickly.  They will train me and the staff.  There are many opportunites to add multiple vehicles and the territory that I have been awarded is very lucritive.  Please ask more question<br/>,small_business,Pet Business,144xx,NY,17.95,0,1/1/93,0,NA,NA,30,0,49344,83.6,57,f,NA,1,1
6000,6000, 36 months,10.99%,196.41,B,B3,Iwco,1 year,RENT,17376,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=798659,  Borrower added on 06/27/11 > Funding For A Down Payment For Our First Home And Other Cost That Come With That.<br/>,house,Home Buying,563xx,MN,13.47,0,5/1/06,2,NA,NA,7,0,3920,37,8,f,NA,1,0
2000,2000, 36 months,7.90%,62.59,A,A4,catherine;s plus sizes,4 years,RENT,20400,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=883986,  Borrower added on 09/13/11 > want to pay off small account and to fix my son's car.  It needs new struts and a new starter.<br/>,debt_consolidation,debt consolidation,551xx,MN,25.88,0,3/1/83,0,NA,NA,7,0,10345,88.4,18,f,NA,1,1
3200,3200, 60 months,19.41%,83.74,F,F4,School Board of Miami-Dade County,4 years,RENT,39000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=560053,,debt_consolidation,Needed,331xx,FL,14.83,0,6/1/00,3,43,48,6,1,1767,98.2,16,f,NA,1,0
13750,13750, 60 months,14.46%,323.23,D,D2,Verizon,10+ years,MORTGAGE,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=604110,"  Borrower added on 11/09/10 > I plan to use the funds to pay off credit card debt.  I think I am a good borrower, I pay what is due on time.  I know how to budget my finances.  Credit is very important to me.  Thank you.<br/>",debt_consolidation,Debt Consolidation,080xx,NJ,18.88,0,3/1/95,0,NA,NA,6,0,14066,92.5,15,f,NA,1,0
7000,7000, 60 months,16.82%,173.3,E,E2,Westway Feed Products,10+ years,OWN,90000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=523516,  Borrower added on 06/02/10 > I plan to use the money to purchase a Motorcycle that will be used for shows and weekend rides. I have worked for the same company now for 14 years and my job is very stable.<br/> Borrower added on 06/03/10 > I was hoping to be able to pick the motorcycle up early next week is there any other information I can supply to speed up the process. Thanks.<br/>,major_purchase,Triumph Bobber,122xx,NY,15.65,0,8/1/90,3,29,NA,8,0,23510,91.1,41,f,NA,1,0
7200,7200, 36 months,8.00%,225.62,A,A3,Danfoss,2 years,RENT,59000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=410762,"I have and excellent credit score, a secure job, nearly $20,000 in savings (cash, stock and 401k) and good cash flow...   This debt on this card is from an old balance transfer. I've never charged any purchases to the card, and never plan to. The introductory rate expired about two months ago and I'm looking to get a better rate than what BoA is currently charging.",credit_card,BoA Visa Gold CC Consolidation,212xx,MD,8.95,0,4/1/85,3,NA,NA,8,0,14824,30.5,14,f,NA,1,0
14400,14400, 36 months,16.32%,508.54,D,D5,Aramark Corporation,< 1 year,RENT,60000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=549532,,other,Personal,190xx,PA,4.04,0,9/1/06,1,NA,NA,19,0,8840,58.9,23,f,NA,1,0
8000,8000, 36 months,9.88%,257.69,B,B1,UT Southwestern,10+ years,MORTGAGE,57000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=506274,,credit_card,Pay off a credit card,760xx,TX,7.47,0,6/1/98,0,NA,NA,4,0,11924,56.2,27,f,NA,1,0
6500,4400, 36 months,8.32%,138.54,A,A4,Psychology Software Tools,2 years,RENT,31000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=352747,Purchasing a used 2000 Acura Integra. Need a personal loan as auto loans do not cover cars older than 2001.,car,Integra Loan,152xx,PA,4.26,0,7/1/03,0,NA,NA,5,0,5680,27.2,11,f,NA,1,0
